D4746 1,1;2,18;3,36;4,66;5,81;6,71;7,61;8,60;9,26;10,0;11,0;12,0;13,0;14,0;15,0
D5546 1,13;2,31;3,50;4,65;5,92;6,110;7,134;8,143;9,130;10,105;11,90;12,89;13,86;14,58;15,28
D6346 1,6;2,32;3,56;4,74;5,100;6,106;7,117;8,124;9,140;10,145;11,146;12,136;13,121;14,99;15,85
D7146 1,11;2,12;3,32;4,46;5,59;6,77;7,83;8,85;9,90;10,92;11,115;12,100;13,90;14,81;15,63
D7946 1,22;2,56;3,67;4,101;5,109;6,77;7,71;8,58;9,35;10,13;11,7;12,4;13,0;14,0;15,0
D8746 1,22;2,35;3,42;4,43;5,70;6,88;7,106;8,115;9,88;10,73;11,52;12,49;13,48;14,21;15,2
D9546 1,15;2,25;3,26;4,34;5,62;6,32;7,26;8,0;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D5049 1,23;2,28;3,44;4,59;5,84;6,102;7,130;8,139;9,167;10,172;11,163;12,137;13,129;14,111;15,104
D5849 1,9;2,25;3,46;4,62;5,78;6,99;7,114;8,120;9,108;10,80;11,53;12,32;13,28;14,10;15,6
D6649 1,1;2,10;3,40;4,53;5,74;6,90;7,112;8,133;9,120;10,113;11,85;12,73;13,60;14,39;15,30
D7449 1,7;2,23;3,50;4,68;5,78;6,82;7,83;8,84;9,56;10,29;11,25;12,7;13,0;14,0;15,0
D8249 1,12;2,34;3,59;4,75;5,86;6,102;7,120;8,139;9,158;10,173;11,147;12,126;13,101;14,82;15,78
D9049 1,25;2,33;3,34;4,58;5,88;6,116;7,130;8,129;9,97;10,69;11,53;12,26;13,23;14,0;15,0
D9849 1,7;2,14;3,16;4,39;5,53;6,79;7,86;8,101;9,116;10,139;11,142;12,123;13,104;14,86;15,79
