D1121 1,28;2,44;3,61;4,69;5,85;6,113;7,135;8,165;9,189;10,214;11,244;12,256;13,283;14,289;15,316;16,340;17,356;18,372;19,392;20,398;21,414;22,436;23,463;24,493;25,520;26,536;27,542;28,548;29,580;30,552;31,540;32,532;33,507;34,503;35,502;36,478;37,446;38,424;39,402;40,401;41,398;42,376;43,373;44,372;45,358;46,350;47,328;48,320;49,317;50,313;51,291;52,263;53,254;54,235;55,227;56,203;57,184;58,178;59,170;60,145;61,120;62,111;63,105;64,89;65,65;66,49;67,46;68,14;69,0;70,0
D1231 1,16;2,22;3,23;4,29;5,41;6,69;7,85;8,86;9,110;10,121;11,132;12,162;13,194;14,222;15,223;16,239;17,243;18,244;19,272;20,294;21,298;22,304;23,323;24,337;25,353;26,364;27,378;28,402;29,426;30,402;31,391;32,375;33,372;34,356;35,331;36,319;37,315;38,304;39,279;40,271;41,239;42,227;43,205;44,177;45,157;46,151;47,129;48,97;49,69;50,42;51,28;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1341 1,3;2,15;3,28;4,43;5,59;6,81;7,108;8,132;9,136;10,164;11,180;12,199;13,212;14,225;15,234;16,240;17,255;18,283;19,308;20,326;21,342;22,358;23,373;24,401;25,413;26,426;27,453;28,472;29,487;30,514;31,517;32,545;33,566;34,588;35,594;36,604;37,580;38,573;39,554;40,548;41,538;42,510;43,506;44,476;45,449;46,440;47,436;48,432;49,420;50,402;51,393;52,363;53,350;54,338;55,332;56,317;57,302;58,274;59,264;60,248;61,242;62,230;63,212;64,194;65,164;66,136;67,111;68,96;69,93;70,71
D1451 1,16;2,32;3,38;4,53;5,73;6,75;7,91;8,110;9,117;10,124;11,140;12,160;13,178;14,198;15,203;16,229;17,232;18,246;19,264;20,277;21,288;22,297;23,321;24,328;25,344;26,347;27,373;28,393;29,417;30,441;31,463;32,483;33,486;34,500;35,510;36,528;37,539;38,553;39,566;40,567;41,585;42,594;43,613;44,624;45,640;46,653;47,673;48,684;49,691;50,698;51,680;52,664;53,646;54,639;55,616;56,594;57,579;58,563;59,562;60,544;61,533;62,518;63,496;64,494;65,480;66,461;67,445;68,432;69,418;70,411
D1561 1,23;2,28;3,60;4,92;5,120;6,126;7,160;8,180;9,183;10,203;11,214;12,241;13,273;14,303;15,306;16,312;17,332;18,364;19,384;20,412;21,437;22,440;23,430;24,413;25,408;26,400;27,373;28,345;29,328;30,318;31,310;32,295;33,287;34,274;35,259;36,256;37,226;38,209;39,204;40,177;41,171;42,141;43,114;44,96;45,62;46,56;47,24;48,4;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1671 1,2;2,16;3,34;4,35;5,61;6,74;7,94;8,103;9,105;10,112;11,121;12,124;13,131;14,150;15,164;16,188;17,211;18,221;19,236;20,237;21,243;22,253;23,263;24,287;25,289;26,296;27,316;28,326;29,327;30,329;31,330;32,352;33,371;34,395;35,414;36,424;37,425;38,431;39,453;40,471;41,476;42,502;43,516;44,526;45,546;46,549;47,554;48,573;49,580;50,595;51,572;52,557;53,531;54,525;55,514;56,490;57,477;58,451;59,445;60,434;61,431;62,421;63,411;64,388;65,379;66,355;67,335;68,324;69,322;70,307
D1781 1,20;2,23;3,31;4,37;5,53;6,78;7,86;8,95;9,123;10,139;11,161;12,191;13,194;14,211;15,236;16,268;17,288;18,318;19,346;20,350;21,369;22,393;23,418;24,422;25,426;26,442;27,474;28,504;29,507;30,488;31,461;32,457;33,451;34,440;35,410;36,407;37,403;38,383;39,361;40,360;41,352;42,351;43,350;44,330;45,305;46,297;47,275;48,253;49,250;50,249;51,221;52,191;53,161;54,144;55,119;56,102;57,98;58,95;59,65;60,61;61,31;62,20;63,1;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1891 1,11;2,20;3,39;4,63;5,77;6,89;7,108;8,112;9,144;10,152;11,166;12,172;13,180;14,212;15,237;16,253;17,280;18,304;19,331;20,335;21,362;22,365;23,373;24,395;25,407;26,431;27,455;28,474;29,480;30,469;31,458;32,449;33,419;34,415;35,411;36,407;37,388;38,369;39,341;40,330;41,327;42,313;43,304;44,295;45,273;46,270;47,251;48,235;49,227;50,223;51,212;52,200;53,175;54,164;55,158;56,149;57,124;58,120;59,117;60,89;61,67;62,43;63,40;64,23;65,15;66,4;67,0;68,0;69,0;70,0
D2001 1,22;2,54;3,73;4,82;5,107;6,113;7,124;8,152;9,179;10,180;11,208;12,230;13,246;14,273;15,293;16,312;17,328;18,345;19,369;20,399;21,431;22,458;23,461;24,491;25,492;26,519;27,523;28,524;29,528;30,501;31,485;32,474;33,460;34,456;35,432;36,412;37,400;38,399;39,396;40,379;41,360;42,344;43,327;44,316;45,296;46,264;47,261;48,244;49,230;50,229;51,202;52,170;53,146;54,126;55,114;56,86;57,85;58,82;59,62;60,56;61,26;62,2;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D98 1,8;2,19;3,44;4,67;5,97;6,114;7,129;8,159;9,164;10,165;11,185;12,207;13,215;14,247;15,250;16,270;17,295;18,306;19,311;20,334;21,361;22,395;23,365;24,337;25,322;26,316;27,311;28,288;29,285;30,265;31,260;32,250;33,222;34,199;35,167;36,145;37,118;38,88;39,85;40,62;41,40;42,29;43,19;44,11;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D208 1,12;2,28;3,32;4,60;5,65;6,74;7,96;8,117;9,118;10,126;11,151;12,172;13,188;14,199;15,217;16,226;17,241;18,250;19,264;20,278;21,292;22,296;23,314;24,335;25,351;26,370;27,372;28,381;29,402;30,407;31,421;32,446;33,474;34,479;35,507;36,525;37,532;38,533;39,552;40,577;41,598;42,619;43,644;44,635;45,630;46,622;47,594;48,566;49,552;50,544;51,536;52,534;53,520;54,519;55,514;56,491;57,468;58,454;59,433;60,431;61,419;62,404;63,393;64,371;65,367;66,365;67,361;68,342;69,341;70,316
D318 1,32;2,35;3,49;4,73;5,101;6,125;7,126;8,158;9,169;10,173;11,198;12,212;13,216;14,233;15,263;16,275;17,281;18,282;19,296;20,297;21,314;22,317;23,325;24,341;25,358;26,378;27,384;28,390;29,420;30,411;31,389;32,370;33,359;34,355;35,336;36,335;37,318;38,302;39,301;40,292;41,273;42,253;43,245;44,231;45,199;46,167;47,161;48,134;49,128;50,109;51,77;52,69;53,49;54,27;55,3;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D428 1,16;2,21;3,35;4,39;5,48;6,69;7,85;8,90;9,99;10,122;11,130;12,131;13,143;14,166;15,182;16,197;17,204;18,212;19,231;20,233;21,248;22,257;23,264;24,271;25,289;26,315;27,336;28,358;29,377;30,396;31,417;32,421;33,440;34,448;35,476;36,487;37,491;38,502;39,518;40,532;41,560;42,564;43,569;44,564;45,542;46,526;47,505;48,498;49,484;50,483;51,478;52,459;53,452;54,448;55,440;56,431;57,416;58,412;59,401;60,397;61,393;62,377;63,375;64,373;65,347;66,343;67,322;68,321;69,316;70,315
D538 1,22;2,23;3,32;4,51;5,79;6,101;7,105;8,137;9,143;10,171;11,188;12,204;13,231;14,258;15,275;16,284;17,312;18,318;19,346;20,370;21,384;22,403;23,417;24,445;25,470;26,494;27,497;28,513;29,516;30,486;31,474;32,473;33,467;34,450;35,438;36,410;37,402;38,399;39,391;40,366;41,342;42,336;43,328;44,322;45,313;46,310;47,302;48,283;49,272;50,245;51,226;52,223;53,207;54,187;55,160;56,136;57,124;58,99;59,71;60,70;61,58;62,38;63,18;64,4;65,0;66,0;67,0;68,0;69,0;70,0
D648 1,13;2,19;3,33;4,51;5,67;6,73;7,79;8,98;9,117;10,139;11,142;12,151;13,154;14,165;15,172;16,191;17,211;18,220;19,235;20,253;21,272;22,273;23,292;24,315;25,318;26,321;27,323;28,332;29,355;30,365;31,374;32,389;33,412;34,434;35,437;36,438;37,439;38,450;39,469;40,495;41,504;42,526;43,531;44,551;45,554;46,578;47,600;48,622;49,628;50,637;51,617;52,615;53,601;54,599;55,575;56,561;57,554;58,545;59,529;60,503;61,498;62,478;63,454;64,452;65,432;66,430;67,410;68,386;69,377;70,366
D758 1,15;2,29;3,44;4,60;5,69;6,82;7,91;8,107;9,123;10,145;11,150;12,163;13,186;14,212;15,226;16,246;17,264;18,267;19,278;20,294;21,309;22,316;23,340;24,354;25,363;26,365;27,385;28,391;29,406;30,407;31,422;32,438;33,448;34,458;35,460;36,470;37,472;38,481;39,504;40,517;41,518;42,536;43,556;44,569;45,584;46,589;47,609;48,620;49,629;50,645;51,642;52,623;53,597;54,584;55,577;56,570;57,557;58,531;59,517;60,502;61,501;62,488;63,482;64,476;65,458;66,432;67,431;68,425;69,418;70,403
D868 1,20;2,39;3,55;4,68;5,82;6,95;7,119;8,133;9,146;10,153;11,164;12,179;13,193;14,209;15,215;16,241;17,257;18,263;19,269;20,293;21,303;22,306;23,324;24,331;25,338;26,349;27,372;28,387;29,400;30,422;31,444;32,470;33,472;34,490;35,499;36,517;37,523;38,545;39,551;40,566;41,569;42,578;43,579;44,585;45,601;46,610;47,625;48,647;49,660;50,674;51,667;52,662;53,661;54,647;55,625;56,624;57,614;58,604;59,594;60,585;61,569;62,549;63,546;64,532;65,518;66,515;67,509;68,503;69,481;70,466
D978 1,9;2,35;3,55;4,73;5,97;6,108;7,110;8,121;9,126;10,132;11,138;12,164;13,190;14,196;15,198;16,211;17,224;18,250;19,276;20,287;21,288;22,306;23,322;24,324;25,335;26,336;27,347;28,373;29,391;30,411;31,414;32,423;33,441;34,461;35,480;36,503;37,504;38,523;39,533;40,536;41,539;42,540;43,564;44,584;45,608;46,627;47,647;48,661;49,681;50,691;51,684;52,681;53,663;54,639;55,630;56,629;57,627;58,620;59,609;60,586;61,568;62,557;63,552;64,533;65,513;66,506;67,496;68,478;69,462;70,452
D1088 1,13;2,40;3,46;4,51;5,56;6,79;7,80;8,100;9,125;10,133;11,146;12,157;13,158;14,186;15,192;16,203;17,216;18,248;19,280;20,285;21,296;22,316;23,291;24,288;25,275;26,274;27,273;28,253;29,252;30,244;31,214;32,184;33,174;34,142;35,120;36,95;37,78;38,70;39,62;40,59;41,44;42,41;43,21;44,1;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1198 1,28;2,51;3,62;4,90;5,111;6,112;7,124;8,145;9,147;10,151;11,153;12,162;13,167;14,175;15,177;16,205;17,227;18,231;19,235;20,243;21,247;22,252;23,266;24,280;25,301;26,316;27,338;28,346;29,351;30,365;31,390;32,398;33,420;34,424;35,440;36,442;37,450;38,452;39,477;40,488;41,489;42,497;43,501;44,476;45,460;46,448;47,426;48,419;49,398;50,372;51,358;52,335;53,309;54,301;55,273;56,251;57,230;58,223;59,202;60,198;61,172;62,168;63,159;64,147;65,121;66,95;67,69;68,65;69,51;70,50
D1308 1,20;2,37;3,57;4,71;5,74;6,99;7,103;8,114;9,120;10,142;11,161;12,170;13,198;14,223;15,255;16,272;17,275;18,295;19,314;20,315;21,332;22,362;23,382;24,391;25,423;26,429;27,459;28,486;29,508;30,486;31,454;32,451;33,437;34,429;35,407;36,396;37,366;38,363;39,343;40,315;41,314;42,294;43,285;44,253;45,244;46,219;47,205;48,180;49,171;50,159;51,129;52,113;53,94;54,69;55,55;56,49;57,37;58,25;59,24;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1418 1,8;2,24;3,56;4,76;5,87;6,117;7,139;8,155;9,164;10,180;11,202;12,210;13,214;14,215;15,224;16,235;17,247;18,248;19,280;20,284;21,314;22,318;23,326;24,353;25,378;26,390;27,399;28,424;29,456;30,440;31,436;32,432;33,404;34,390;35,370;36,350;37,344;38,322;39,310;40,283;41,271;42,254;43,232;44,224;45,205;46,178;47,153;48,129;49,123;50,91;51,88;52,84;53,56;54,44;55,43;56,11;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1528 1,11;2,22;3,36;4,50;5,54;6,66;7,78;8,93;9,114;10,132;11,139;12,165;13,191;14,205;15,220;16,222;17,233;18,249;19,272;20,280;21,292;22,311;23,333;24,358;25,376;26,388;27,397;28,398;29,420;30,448;31,453;32,461;33,487;34,501;35,509;36,517;37,519;38,520;39,536;40,564;41,575;42,597;43,608;44,606;45,583;46,567;47,539;48,532;49,517;50,506;51,499;52,485;53,474;54,453;55,434;56,412;57,390;58,386;59,384;60,376;61,360;62,334;63,333;64,314;65,310;66,308;67,290;68,285;69,262;70,247
D1638 1,6;2,9;3,36;4,61;5,88;6,108;7,111;8,131;9,165;10,168;11,193;12,204;13,231;14,253;15,276;16,282;17,299;18,327;19,337;20,364;21,391;22,392;23,389;24,371;25,351;26,319;27,314;28,291;29,286;30,252;31,220;32,207;33,194;34,171;35,146;36,124;37,97;38,67;39,66;40,51;41,40;42,15;43,4;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1748 1,9;2,37;3,61;4,65;5,92;6,108;7,122;8,125;9,129;10,135;11,165;12,193;13,225;14,249;15,281;16,303;17,330;18,342;19,351;20,359;21,363;22,395;23,403;24,404;25,418;26,419;27,431;28,456;29,483;30,455;31,431;32,414;33,398;34,373;35,341;36,329;37,321;38,289;39,280;40,269;41,258;42,228;43,224;44,196;45,192;46,165;47,164;48,161;49,134;50,133;51,105;52,89;53,67;54,56;55,28;56,6;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D1858 1,7;2,14;3,38;4,66;5,84;6,87;7,100;8,124;9,142;10,143;11,165;12,169;13,199;14,209;15,230;16,257;17,275;18,303;19,331;20,355;21,379;22,407;23,420;24,450;25,475;26,476;27,489;28,493;29,506;30,507;31,537;32,547;33,568;34,592;35,596;36,606;37,591;38,564;39,555;40,527;41,506;42,497;43,470;44,458;45,457;46,430;47,420;48,411;49,386;50,377;51,368;52,361;53,348;54,323;55,311;56,296;57,275;58,265;59,243;60,227;61,209;62,200;63,187;64,172;65,150;66,138;67,114;68,102;69,90;70,68
D1968 1,25;2,28;3,34;4,54;5,58;6,62;7,86;8,98;9,120;10,145;11,146;12,162;13,178;14,187;15,215;16,235;17,249;18,271;19,283;20,300;21,327;22,351;23,362;24,394;25,406;26,418;27,422;28,423;29,450;30,442;31,415;32,398;33,371;34,368;35,351;36,348;37,336;38,312;39,300;40,284;41,280;42,261;43,242;44,234;45,210;46,198;47,173;48,146;49,135;50,119;51,89;52,75;53,72;54,47;55,25;56,1;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D2078 1,16;2,23;3,45;4,55;5,81;6,105;7,106;8,108;9,113;10,116;11,130;12,156;13,178;14,204;15,224;16,240;17,246;18,253;19,268;20,281;21,303;22,317;23,333;24,348;25,371;26,374;27,394;28,396;29,422;30,435;31,436;32,443;33,461;34,470;35,496;36,511;37,513;38,520;39,527;40,530;41,552;42,559;43,565;44,587;45,606;46,620;47,636;48,662;49,688;50,695;51,669;52,646;53,641;54,627;55,609;56,602;57,576;58,569;59,562;60,559;61,545;62,521;63,516;64,493;65,473;66,447;67,438;68,432;69,431;70,405
D1615 1,25;2,37;3,57;4,84;5,112;6,144;7,153;8,161;9,188;10,200;11,224;12,232;13,249;14,266;15,282;16,291;17,313;18,325;19,331;20,351;21,370;22,395;23,414;24,428;25,442;26,450;27,466;28,470;29,495;30,491;31,469;32,458;33,447;34,430;35,402;36,377;37,369;38,349;39,321;40,307;41,280;42,274;43,268;44,264;45,263;46,254;47,248;48,224;49,216;50,200;51,176;52,157;53,141;54,140;55,136;56,127;57,121;58,117;59,108;60,99;61,87;62,76;63,68;64,52;65,36;66,4;67,0;68,0;69,0;70,0
D2715 1,16;2,28;3,47;4,62;5,69;6,94;7,105;8,130;9,138;10,153;11,158;12,160;13,161;14,176;15,188;16,195;17,221;18,225;19,246;20,258;21,270;22,295;23,302;24,309;25,316;26,341;27,369;28,381;29,399;30,410;31,431;32,453;33,481;34,504;35,525;36,530;37,532;38,539;39,557;40,575;41,601;42,612;43,637;44,622;45,601;46,573;47,548;48,540;49,539;50,537;51,523;52,495;53,481;54,473;55,461;56,442;57,440;58,421;59,412;60,389;61,387;62,359;63,345;64,340;65,335;66,331;67,308;68,300;69,278;70,263
D3815 1,26;2,32;3,35;4,37;5,46;6,66;7,71;8,73;9,87;10,93;11,104;12,110;13,115;14,117;15,137;16,157;17,181;18,203;19,206;20,222;21,233;22,255;23,264;24,275;25,298;26,299;27,312;28,319;29,320;30,333;31,343;32,348;33,350;34,355;35,371;36,384;37,407;38,425;39,432;40,439;41,465;42,484;43,503;44,519;45,533;46,540;47,554;48,559;49,564;50,567;51,543;52,519;53,495;54,471;55,449;56,423;57,397;58,375;59,355;60,333;61,318;62,311;63,291;64,276;65,267;66,241;67,226;68,202;69,176;70,175
D4915 1,25;2,28;3,34;4,54;5,58;6,80;7,112;8,136;9,144;10,155;11,164;12,184;13,188;14,191;15,199;16,205;17,233;18,237;19,241;20,257;21,276;22,296;23,297;24,329;25,349;26,381;27,392;28,420;29,436;30,419;31,394;32,393;33,387;34,381;35,373;36,343;37,313;38,288;39,284;40,262;41,254;42,246;43,216;44,210;45,186;46,158;47,157;48,132;49,128;50,108;51,102;52,83;53,82;54,57;55,56;56,32;57,7;58,3;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D6015 1,25;2,52;3,75;4,107;5,135;6,155;7,158;8,169;9,187;10,209;11,227;12,254;13,272;14,302;15,315;16,321;17,326;18,349;19,366;20,391;21,409;22,426;23,399;24,379;25,378;26,348;27,331;28,299;29,267;30,261;31,231;32,208;33,174;34,144;35,110;36,102;37,82;38,81;39,63;40,53;41,42;42,12;43,1;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D7115 1,19;2,38;3,66;4,87;5,96;6,105;7,135;8,147;9,150;10,165;11,169;12,193;13,214;14,239;15,254;16,263;17,267;18,289;19,296;20,324;21,352;22,370;23,389;24,410;25,414;26,420;27,433;28,461;29,491;30,510;31,529;32,557;33,581;34,594;35,606;36,610;37,586;38,574;39,549;40,530;41,523;42,519;43,492;44,468;45,458;46,437;47,416;48,394;49,379;50,378;51,371;52,352;53,322;54,303;55,281;56,272;57,247;58,243;59,222;60,195;61,167;62,140;63,122;64,106;65,81;66,54;67,41;68,11;69,2;70,0
D8215 1,7;2,18;3,40;4,52;5,74;6,75;7,100;8,121;9,123;10,130;11,134;12,153;13,160;14,167;15,169;16,195;17,211;18,222;19,234;20,248;21,271;22,293;23,301;24,308;25,313;26,320;27,331;28,342;29,367;30,388;31,392;32,394;33,403;34,419;35,437;36,449;37,460;38,478;39,482;40,500;41,528;42,546;43,562;44,557;45,543;46,521;47,509;48,505;49,477;50,465;51,444;52,443;53,427;54,399;55,380;56,362;57,340;58,314;59,289;60,271;61,245;62,230;63,225;64,207;65,198;66,182;67,180;68,159;69,140;70,115
D9315 1,3;2,17;3,28;4,56;5,59;6,75;7,97;8,121;9,133;10,147;11,171;12,190;13,198;14,222;15,242;16,261;17,281;18,313;19,322;20,354;21,358;22,369;23,375;24,386;25,402;26,430;27,442;28,451;29,470;30,462;31,454;32,450;33,447;34,422;35,405;36,375;37,358;38,344;39,322;40,316;41,284;42,257;43,227;44,202;45,182;46,166;47,165;48,153;49,126;50,104;51,79;52,59;53,35;54,11;55,0;56,0;57,0;58,0;59,0;60,0;61,0;62,0;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
D10415 1,23;2,26;3,39;4,48;5,66;6,88;7,93;8,107;9,130;10,152;11,172;12,198;13,201;14,216;15,225;16,234;17,252;18,259;19,281;20,286;21,296;22,301;23,324;24,334;25,347;26,352;27,359;28,377;29,383;30,386;31,387;32,402;33,409;34,415;35,420;36,440;37,455;38,481;39,495;40,500;41,520;42,529;43,544;44,555;45,573;46,586;47,592;48,593;49,600;50,624;51,611;52,596;53,574;54,558;55,551;56,545;57,526;58,520;59,505;60,486;61,464;62,446;63,424;64,415;65,389;66,383;67,377;68,376;69,365;70,347
D11515 1,18;2,33;3,60;4,61;5,76;6,88;7,89;8,114;9,130;10,142;11,169;12,175;13,196;14,209;15,239;16,240;17,253;18,262;19,265;20,284;21,311;22,338;23,344;24,368;25,393;26,405;27,432;28,433;29,460;30,470;31,476;32,494;33,507;34,517;35,521;36,542;37,529;38,508;39,496;40,492;41,476;42,467;43,451;44,429;45,417;46,387;47,363;48,344;49,329;50,310;51,309;52,279;53,249;54,246;55,218;56,205;57,181;58,162;59,144;60,132;61,129;62,105;63,90;64,65;65,43;66,34;67,30;68,3;69,0;70,0
D12615 1,32;2,57;3,81;4,89;5,90;6,112;7,128;8,158;9,166;10,180;11,192;12,204;13,220;14,250;15,280;16,308;17,322;18,326;19,346;20,378;21,390;22,415;23,434;24,459;25,481;26,508;27,536;28,563;29,577;30,560;31,532;32,500;33,491;34,464;35,452;36,448;37,440;38,410;39,380;40,374;41,350;42,342;43,320;44,314;45,305;46,280;47,272;48,264;49,258;50,254;51,245;52,215;53,183;54,177;55,149;56,119;57,102;58,82;59,60;60,38;61,27;62,11;63,0;64,0;65,0;66,0;67,0;68,0;69,0;70,0
