D6341 1,14;2,36;3,42;4,68;5,74;6,75;7,89;8,95;9,109;10,129;11,135;12,157;13,183;14,207;15,214;16,236;17,239;18,248;19,272;20,295;21,321;22,343;23,361;24,381;25,397;26,400;27,420;28,436;29,451;30,452;31,475;32,489;33,482;34,467;35,441;36,434;37,429;38,416;39,415;40,393;41,375;42,365;43,341;44,335;45,317
D8441 1,32;2,40;3,72;4,96;5,123;6,134;7,146;8,171;9,190;10,222;11,249;12,269;13,277;14,278;15,289;16,319;17,338;18,357;19,389;20,370;21,362;22,354;23,335;24,332;25,304;26,293;27,277;28,276;29,244;30,233;31,225;32,208;33,199;34,172;35,158;36,157;37,145;38,120;39,114;40,95;41,89;42,81;43,67;44,50;45,39
D10541 1,28;2,39;3,46;4,67;5,85;6,96;7,112;8,113;9,139;10,141;11,143;12,159;13,177;14,195;15,203;16,218;17,246;18,253;19,268;20,286;21,312;22,328;23,347;24,356;25,363;26,384;27,388;28,400;29,395;30,373;31,352;32,336;33,314;34,302;35,280;36,255;37,247;38,231;39,206;40,201;41,192;42,170;43,156;44,149;45,148
D12641 1,6;2,19;3,44;4,61;5,69;6,86;7,87;8,95;9,123;10,129;11,154;12,176;13,179;14,196;15,168;16,145;17,134;18,107;19,97;20,86;21,73;22,67;23,64;24,46;25,12;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D14741 1,15;2,38;3,40;4,49;5,51;6,75;7,78;8,102;9,111;10,133;11,149;12,173;13,176;14,190;15,210;16,224;17,242;18,249;19,268;20,275;21,276;22,286;23,308;24,326;25,349;26,369;27,395;28,408;29,414;30,436;31,438;32,439;33,432;34,408;35,388;36,362;37,359;38,341;39,315;40,295;41,271;42,265;43,263;44,250;45,241
D16841 1,1;2,23;3,26;4,48;5,55;6,61;7,62;8,77;9,80;10,95;11,106;12,125;13,144;14,153;15,172;16,178;17,201;18,223;19,228;20,247;21,258;22,281;23,287;24,298;25,309;26,331;27,350;28,369;29,384;30,410;31,434;32,460;33,449;34,443;35,417;36,399;37,375;38,368;39,342;40,340;41,324;42,318;43,299;44,280;45,264
D18941 1,5;2,20;3,39;4,46;5,47;6,57;7,77;8,99;9,101;10,115;11,124;12,140;13,142;14,162;15,177;16,190;17,199;18,200;19,213;20,223;21,229;22,231;23,242;24,266;25,288;26,293;27,319;28,325;29,344;30,363;31,368;32,390;33,385;34,374;35,354;36,341;37,317;38,316;39,315;40,299;41,296;42,286;43,284;44,271;45,248
D21041 1,19;2,35;3,36;4,59;5,68;6,88;7,95;8,117;9,139;10,163;11,170;12,181;13,188;14,208;15,219;16,234;17,253;18,258;19,276;20,296;21,299;22,300;23,323;24,328;25,337;26,343;27,350;28,370;29,388;30,395;31,409;32,427;33,421;34,414;35,391;36,381;37,362;38,347;39,327;40,320;41,318;42,311;43,305;44,281;45,257
D8281 1,7;2,22;3,43;4,65;5,69;6,73;7,92;8,93;9,94;10,113;11,139;12,162;13,190;14,192;15,200;16,218;17,244;18,258;19,262;20,284;21,291;22,296;23,311;24,333;25,359;26,367;27,369;28,388;29,381;30,355;31,336;32,310;33,309;34,297;35,276;36,250;37,249;38,235;39,231;40,208;41,204;42,193;43,171;44,159;45,145
D10381 1,4;2,16;3,33;4,34;5,56;6,73;7,101;8,120;9,152;10,168;11,195;12,225;13,253;14,261;15,291;16,321;17,349;18,381;19,387;20,386;21,370;22,356;23,353;24,345;25,331;26,325;27,321;28,312;29,308;30,278;31,275;32,259;33,250;34,236;35,230;36,198;37,195;38,192;39,181;40,172;41,158;42,152;43,135;44,132;45,115
D12481 1,1;2,29;3,49;4,52;5,55;6,58;7,81;8,99;9,119;10,151;11,166;12,176;13,181;14,187;15,186;16,152;17,124;18,116;19,84;20,61;21,33;22,18;23,5;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D14581 1,9;2,11;3,34;4,43;5,48;6,64;7,92;8,108;9,117;10,129;11,145;12,163;13,174;14,181;15,185;16,189;17,200;18,215;19,219;20,237;21,245;22,256;23,258;24,263;25,289;26,293;27,319;28,345;29,330;30,308;31,301;32,296;33,277;34,251;35,247;36,224;37,209;38,207;39,193;40,178;41,150;42,139;43,134;44,111;45,96
D16681 1,25;2,47;3,55;4,60;5,88;6,111;7,123;8,132;9,154;10,176;11,198;12,217;13,243;14,264;15,289;16,317;17,319;18,340;19,342;20,361;21,384;22,398;23,412;24,435;25,449;26,470;27,489;28,498;29,476;30,454;31,429;32,422;33,420;34,416;35,408;36,383;37,364;38,338;39,310;40,291;41,289;42,274;43,259;44,251;45,237
D18781 1,11;2,21;3,29;4,40;5,58;6,73;7,103;8,113;9,136;10,141;11,144;12,162;13,175;14,202;15,189;16,157;17,130;18,127;19,102;20,87;21,81;22,68;23,53;24,23;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D20881 1,2;2,28;3,35;4,51;5,69;6,92;7,108;8,113;9,139;10,161;11,180;12,191;13,214;14,228;15,247;16,249;17,260;18,278;19,298;20,318;21,340;22,343;23,356;24,370;25,390;26,410;27,411;28,429;29,449;30,460;31,461;32,475;33,462;34,438;35,416;36,392;37,373;38,355;39,331;40,307;41,291;42,290;43,279;44,277;45,276
D22981 1,1;2,23;3,35;4,54;5,72;6,90;7,108;8,135;9,144;10,151;11,167;12,182;13,188;14,216;15,243;16,244;17,274;18,281;19,303;20,333;21,339;22,355;23,373;24,358;25,331;26,321;27,306;28,302;29,284;30,283;31,253;32,250;33,222;34,210;35,186;36,174;37,149;38,133;39,108;40,87;41,59;42,49;43,21;44,11;45,0
D25081 1,3;2,8;3,35;4,46;5,47;6,62;7,65;8,82;9,109;10,124;11,134;12,149;13,183;14,201;15,178;16,156;17,122;18,105;19,90;20,58;21,50;22,27;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D122121 1,7;2,26;3,44;4,49;5,58;6,83;7,88;8,113;9,136;10,164;11,192;12,208;13,217;14,232;15,258;16,273;17,282;18,287;19,298;20,312;21,320;22,329;23,340;24,351;25,363;26,385;27,404;28,423;29,419;30,412;31,398;32,396;33,381;34,358;35,351;36,330;37,304;38,290;39,281;40,280;41,257;42,241;43,218;44,206;45,198
D143121 1,19;2,39;3,58;4,68;5,77;6,84;7,100;8,118;9,134;10,158;11,163;12,165;13,179;14,203;15,210;16,230;17,231;18,247;19,256;20,263;21,274;22,292;23,295;24,300;25,326;26,340;27,342;28,347;29,360;30,373;31,397;32,419;33,410;34,397;35,395;36,379;37,372;38,363;39,341;40,328;41,314;42,307;43,289;44,287;45,281
D164121 1,5;2,25;3,41;4,46;5,52;6,58;7,67;8,70;9,93;10,99;11,123;12,147;13,149;14,155;15,164;16,173;17,187;18,203;19,206;20,232;21,235;22,258;23,272;24,286;25,309;26,318;27,329;28,344;29,351;30,352;31,371;32,378;33,367;34,351;35,340;36,338;37,315;38,293;39,267;40,243;41,237;42,222;43,198;44,179;45,173
D185121 1,12;2,34;3,37;4,47;5,51;6,61;7,91;8,103;9,110;10,131;11,156;12,172;13,188;14,204;15,226;16,244;17,260;18,288;19,294;20,307;21,316;22,320;23,342;24,312;25,299;26,275;27,266;28,262;29,253;30,232;31,219;32,210;33,203;34,175;35,147;36,135;37,113;38,83;39,73;40,69;41,42;42,23;43,17;44,0;45,0
D206121 1,8;2,9;3,21;4,33;5,34;6,54;7,68;8,100;9,125;10,126;11,154;12,176;13,206;14,231;15,248;16,257;17,277;18,305;19,332;20,312;21,293;22,290;23,271;24,270;25,248;26,220;27,200;28,184;29,157;30,151;31,137;32,128;33,106;34,82;35,52;36,35;37,19;38,7;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D227121 1,19;2,29;3,51;4,63;5,82;6,106;7,107;8,122;9,126;10,154;11,176;12,206;13,234;14,264;15,267;16,280;17,307;18,320;19,336;20,360;21,361;22,382;23,397;24,393;25,371;26,361;27,342;28,330;29,321;30,297;31,282;32,252;33,243;34,219;35,218;36,199;37,196;38,195;39,167;40,145;41,127;42,108;43,89;44,59;45,43
D248121 1,30;2,49;3,60;4,82;5,106;6,109;7,137;8,145;9,164;10,167;11,186;12,198;13,212;14,221;15,229;16,251;17,281;18,290;19,307;20,299;21,267;22,245;23,225;24,205;25,202;26,178;27,164;28,148;29,139;30,130;31,127;32,119;33,113;34,88;35,68;36,36;37,11;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0
D269121 1,18;2,30;3,58;4,63;5,65;6,90;7,102;8,113;9,120;10,131;11,142;12,143;13,154;14,172;15,190;16,204;17,225;18,247;19,263;20,286;21,300;22,321;23,337;24,351;25,362;26,363;27,391;28,414;29,405;30,404;31,386;32,377;33,356;34,355;35,351;36,329;37,313;38,299;39,284;40,269;41,260;42,249;43,247;44,226;45,215
D290121 1,28;2,60;3,61;4,75;5,102;6,114;7,139;8,161;9,178;10,206;11,223;12,226;13,256;14,288;15,320;16,352;17,379;18,395;19,415;20,401;21,376;22,373;23,354;24,345;25,313;26,310;27,307;28,306;29,303;30,275;31,251;32,247;33,222;34,202;35,174;36,152;37,144;38,112;39,87;40,65;41,35;42,32;43,4;44,0;45,0
@Resultados
(d((43,81),14,187), (d((85,41),14,196), (d((169,81),14,201), (d((106,81),14,202), (d((127,1),14,259), (d((169,1),14,288), (d((127,121),19,307), (d((106,1),19,328), (d((85,121),19,332), (d((64,1),19,337), (d((22,81),19,387), (d((43,41),19,389), (d((169,121),19,415), (d((43,1),23,312), (d((22,1),23,329), (d((148,1),23,333), (d((64,121),23,342), (d((148,81),23,373), (d((106,121),23,397), (d((64,81),28,345), (d((1,81),28,388), (d((1,41),28,395), (d((64,41),28,400), (d((148,121),28,414), (d((1,121),28,423), (d((85,81),28,498), (d((43,121),32,378), (d((148,41),32,390), (d((1,1),32,395), (d((85,1),32,403), (d((22,121),32,419), (d((169,41),32,427), (d((106,41),32,439), (d((127,41),32,460), (d((127,81),32,475), (d((22,41),32,489)
