D591 1,22;2,33;3,34;4,47;5,58;6,86;7,94;8,109;9,112;10,113;11,143;12,121;13,98;14,68;15,55;16,54;17,49;18,15;19,0;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D621 1,6;2,18;3,27;4,36;5,39;6,67;7,81;8,103;9,123;10,153;11,161;12,172;13,178;14,210;15,232;16,226;17,210;18,194;19,174;20,165;21,133;22,106;23,78;24,70;25,48;26,29;27,13;28,1;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D651 1,8;2,13;3,29;4,57;5,59;6,84;7,99;8,101;9,126;10,140;11,145;12,164;13,185;14,194;15,206;16,207;17,230;18,239;19,255;20,263;21,275;22,294;23,286;24,275;25,270;26,248;27,232;28,225;29,202;30,187;31,162;32,144;33,122;34,100;35,93
D681 1,18;2,31;3,50;4,68;5,70;6,94;7,112;8,128;9,150;10,159;11,165;12,171;13,172;14,191;15,198;16,217;17,233;18,252;19,262;20,275;21,294;22,320;23,333;24,351;25,353;26,339;27,321;28,312;29,311;30,291;31,271;32,245;33,242;34,227;35,222
D711 1,12;2,17;3,21;4,46;5,50;6,68;7,89;8,111;9,113;10,128;11,153;12,167;13,183;14,205;15,226;16,249;17,265;18,287;19,299;20,304;21,322;22,323;23,322;24,313;25,301;26,282;27,274;28,269;29,257;30,249;31,233;32,214;33,193;34,170;35,158
D741 1,24;2,27;3,28;4,31;5,53;6,54;7,65;8,82;9,86;10,97;11,106;12,131;13,156;14,168;15,179;16,176;17,148;18,116;19,97;20,80;21,52;22,36;23,12;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D771 1,5;2,10;3,33;4,63;5,64;6,67;7,80;8,100;9,128;10,131;11,161;12,150;13,142;14,131;15,111;16,84;17,67;18,40;19,37;20,26;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D801 1,10;2,38;3,72;4,100;5,130;6,147;7,177;8,211;9,241;10,261;11,278;12,261;13,256;14,226;15,208;16,207;17,197;18,175;19,170;20,157;21,140;22,123;23,100;24,78;25,48;26,35;27,17;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D831 1,10;2,19;3,24;4,27;5,53;6,56;7,70;8,96;9,122;10,129;11,148;12,170;13,177;14,192;15,216;16,226;17,252;18,270;19,296;20,322;21,338;22,345;23,347;24,367;25,393;26,377;27,357;28,352;29,339;30,324;31,323;32,320;33,302;34,291;35,288
D861 1,3;2,7;3,37;4,45;5,53;6,80;7,88;8,100;9,111;10,122;11,123;12,143;13,151;14,159;15,179;16,167;17,158;18,149;19,140;20,136;21,127;22,97;23,85;24,65;25,48;26,44;27,24;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D891 1,13;2,14;3,36;4,46;5,73;6,107;7,117;8,140;9,165;10,195;11,212;12,185;13,157;14,129;15,112;16,102;17,96;18,85;19,79;20,54;21,48;22,31;23,11;24,6;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D65 1,25;2,43;3,52;4,56;5,78;6,102;7,127;8,131;9,149;10,170;11,194;12,198;13,222;14,247;15,277;16,280;17,298;18,326;19,317;20,301;21,277;22,259;23,240;24,219;25,206;26,197;27,172;28,169;29,153;30,132;31,117;32,114;33,104;34,103;35,82
D95 1,16;2,20;3,41;4,44;5,62;6,77;7,80;8,108;9,130;10,152;11,165;12,177;13,178;14,206;15,224;16,249;17,267;18,282;19,260;20,254;21,242;22,229;23,225;24,197;25,191;26,190;27,178;28,166;29,136;30,114;31,111;32,93;33,65;34,46;35,28
D125 1,25;2,52;3,58;4,82;5,88;6,99;7,127;8,144;9,174;10,183;11,187;12,203;13,228;14,248;15,268;16,240;17,223;18,212;19,193;20,184;21,168;22,140;23,132;24,124;25,104;26,95;27,89;28,67;29,43;30,42;31,28;32,12;33,0;34,0;35,0
D155 1,9;2,10;3,23;4,41;5,52;6,63;7,85;8,107;9,112;10,122;11,131;12,145;13,171;14,191;15,210;16,232;17,254;18,272;19,286;20,301;21,310;22,316;23,327;24,337;25,357;26,351;27,336;28,321;29,315;30,293;31,273;32,267;33,256;34,249;35,240
D185 1,15;2,43;3,44;4,59;5,87;6,106;7,110;8,126;9,151;10,166;11,167;12,197;13,206;14,227;15,233;16,246;17,247;18,262;19,261;20,233;21,212;22,196;23,166;24,151;25,139;26,120;27,105;28,77;29,76;30,69;31,41;32,14;33,0;34,0;35,0
D215 1,22;2,50;3,53;4,77;5,81;6,89;7,95;8,104;9,115;10,143;11,147;12,177;13,201;14,228;15,248;16,244;17,224;18,192;19,181;20,172;21,168;22,136;23,104;24,82;25,57;26,48;27,31;28,3;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D245 1,1;2,8;3,38;4,53;5,63;6,93;7,100;8,103;9,115;10,136;11,163;12,164;13,168;14,190;15,211;16,230;17,249;18,253;19,241;20,213;21,210;22,194;23,170;24,161;25,140;26,131;27,124;28,109;29,99;30,77;31,59;32,46;33,34;34,28;35,19
D275 1,1;2,13;3,38;4,41;5,42;6,67;7,87;8,91;9,97;10,98;11,123;12,150;13,170;14,190;15,199;16,198;17,190;18,173;19,169;20,153;21,141;22,113;23,81;24,56;25,24;26,12;27,4;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D305 1,6;2,15;3,39;4,55;5,56;6,65;7,68;8,98;9,123;10,133;11,143;12,170;13,182;14,210;15,214;16,221;17,225;18,241;19,214;20,204;21,179;22,176;23,170;24,143;25,134;26,119;27,116;28,113;29,112;30,87;31,84;32,80;33,71;34,52;35,46
D335 1,9;2,20;3,36;4,53;5,67;6,75;7,83;8,110;9,129;10,157;11,187;12,206;13,225;14,236;15,248;16,242;17,233;18,209;19,179;20,147;21,117;22,109;23,84;24,73;25,62;26,40;27,24;28,16;29,4;30,0;31,0;32,0;33,0;34,0;35,0
D365 1,11;2,13;3,29;4,34;5,40;6,47;7,60;8,84;9,86;10,104;11,124;12,129;13,140;14,155;15,168;16,177;17,199;18,223;19,245;20,259;21,278;22,279;23,280;24,287;25,294;26,268;27,259;28,237;29,214;30,196;31,182;32,162;33,152;34,139;35,138
D395 1,10;2,11;3,26;4,31;5,48;6,76;7,104;8,129;9,152;10,153;11,181;12,173;13,155;14,147;15,119;16,91;17,66;18,39;19,11;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D425 1,17;2,47;3,74;4,77;5,102;6,130;7,153;8,185;9,200;10,215;11,245;12,239;13,219;14,211;15,194;16,188;17,168;18,155;19,125;20,100;21,97;22,84;23,61;24,29;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D455 1,12;2,34;3,48;4,74;5,88;6,116;7,120;8,148;9,162;10,164;11,186;12,194;13,199;14,211;15,236;16,248;17,255;18,274;19,279;20,304;21,305;22,327;23,318;24,295;25,280;26,266;27,252;28,234;29,211;30,193;31,178;32,164;33,138;34,136;35,115
D485 1,11;2,39;3,65;4,90;5,104;6,119;7,128;8,130;9,145;10,156;11,168;12,177;13,179;14,197;15,223;16,248;17,274;18,299;19,313;20,324;21,345;22,352;23,344;24,336;25,327;26,315;27,301;28,283;29,255;30,230;31,216;32,209;33,208;34,180;35,179
D515 1,11;2,22;3,52;4,67;5,80;6,100;7,122;8,139;9,149;10,172;11,182;12,174;13,147;14,115;15,109;16,77;17,71;18,39;19,29;20,28;21,15;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D545 1,4;2,19;3,44;4,72;5,87;6,117;7,123;8,141;9,144;10,169;11,176;12,200;13,212;14,219;15,222;16,250;17,265;18,286;19,279;20,254;21,227;22,208;23,186;24,170;25,151;26,142;27,136;28,120;29,113;30,86;31,76;32,60;33,54;34,39;35,36
D575 1,25;2,55;3,70;4,83;5,110;6,120;7,132;8,138;9,156;10,165;11,169;12,172;13,191;14,219;15,235;16,251;17,257;18,272;19,242;20,239;21,212;22,191;23,163;24,154;25,133;26,126;27,98;28,88;29,79;30,54;31,32;32,11;33,0;34,0;35,0
D605 1,28;2,32;3,35;4,44;5,64;6,91;7,116;8,122;9,138;10,142;11,164;12,183;13,200;14,216;15,232;16,215;17,201;18,195;19,168;20,146;21,114;22,110;23,83;24,58;25,26;26,7;27,4;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D635 1,1;2,4;3,34;4,45;5,51;6,73;7,87;8,109;9,128;10,145;11,173;12,177;13,183;14,205;15,221;16,196;17,192;18,180;19,176;20,168;21,136;22,119;23,107;24,95;25,65;26,45;27,36;28,12;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D665 1,30;2,55;3,61;4,93;5,94;6,118;7,124;8,133;9,145;10,162;11,184;12,190;13,218;14,229;15,237;16,231;17,219;18,215;19,183;20,155;21,123;22,103;23,89;24,80;25,72;26,58;27,46;28,26;29,10;30,0;31,0;32,0;33,0;34,0;35,0
D695 1,11;2,27;3,28;4,55;5,85;6,99;7,110;8,113;9,117;10,134;11,156;12,172;13,204;14,207;15,227;16,224;17,207;18,195;19,165;20,137;21,120;22,117;23,90;24,70;25,62;26,35;27,34;28,23;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D725 1,23;2,43;3,59;4,66;5,73;6,93;7,104;8,113;9,114;10,124;11,131;12,153;13,172;14,177;15,200;16,222;17,242;18,268;19,286;20,310;21,330;22,354;23,365;24,376;25,395;26,380;27,371;28,360;29,349;30,333;31,328;32,306;33,293;34,267;35,258
D755 1,3;2,23;3,25;4,47;5,48;6,64;7,66;8,81;9,88;10,91;11,102;12,117;13,128;14,150;15,166;16,185;17,205;18,211;19,227;20,230;21,253;22,275;23,291;24,297;25,302;26,292;27,272;28,265;29,247;30,224;31,221;32,211;33,210;34,187;35,185
D785 1,5;2,15;3,30;4,45;5,54;6,65;7,70;8,76;9,90;10,112;11,115;12,138;13,144;14,155;15,156;16,158;17,160;18,174;19,184;20,208;21,234;22,250;23,256;24,272;25,285;26,265;27,256;28,250;29,227;30,214;31,203;32,194;33,168;34,161;35,160
D815 1,7;2,22;3,36;4,60;5,62;6,67;7,77;8,80;9,90;10,110;11,113;12,123;13,125;14,149;15,154;16,177;17,178;18,183;19,206;20,226;21,239;22,265;23,291;24,293;25,308;26,295;27,271;28,247;29,244;30,238;31,215;32,208;33,207;34,183;35,174
D845 1,5;2,21;3,24;4,46;5,62;6,65;7,83;8,107;9,121;10,141;11,150;12,155;13,164;14,186;15,197;16,221;17,223;18,238;19,262;20,286;21,299;22,300;23,319;24,328;25,339;26,329;27,309;28,300;29,291;30,285;31,282;32,263;33,248;34,225;35,212
D875 1,11;2,12;3,24;4,36;5,58;6,73;7,77;8,88;9,97;10,101;11,102;12,123;13,149;14,161;15,173;16,191;17,206;18,218;19,222;20,250;21,254;22,276;23,269;24,267;25,251;26,239;27,238;28,227;29,220;30,218;31,192;32,187;33,185;34,166;35,141
D905 1,9;2,10;3,19;4,44;5,76;6,79;7,107;8,108;9,114;10,141;11,142;12,161;13,181;14,201;15,204;16,203;17,171;18,155;19,133;20,103;21,87;22,86;23,66;24,41;25,9;26,8;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D935 1,3;2,6;3,38;4,41;5,47;6,75;7,81;8,87;9,104;10,118;11,142;12,164;13,183;14,213;15,241;16,213;17,204;18,176;19,175;20,166;21,144;22,136;23,127;24,116;25,84;26,59;27,35;28,24;29,12;30,0;31,0;32,0;33,0;34,0;35,0
D109 1,10;2,16;3,35;4,42;5,60;6,82;7,93;8,107;9,113;10,136;11,141;12,150;13,159;14,177;15,187;16,206;17,224;18,230;19,244;20,250;21,259;22,268;23,271;24,285;25,287;26,285;27,283;28,265;29,242;30,229;31,207;32,193;33,179;34,153;35,147
D139 1,28;2,34;3,54;4,82;5,100;6,118;7,150;8,161;9,183;10,189;11,195;12,194;13,189;14,174;15,149;16,121;17,104;18,79;19,59;20,37;21,32;22,21;23,15;24,9;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D169 1,1;2,31;3,50;4,82;5,114;6,125;7,128;8,142;9,143;10,157;11,161;12,180;13,204;14,220;15,240;16,239;17,209;18,185;19,158;20,146;21,145;22,118;23,110;24,101;25,87;26,84;27,54;28,42;29,22;30,0;31,0;32,0;33,0;34,0;35,0
D199 1,19;2,34;3,41;4,56;5,58;6,83;7,92;8,114;9,125;10,136;11,143;12,164;13,176;14,201;15,219;16,234;17,241;18,255;19,269;20,270;21,298;22,313;23,302;24,301;25,296;26,275;27,256;28,233;29,211;30,206;31,195;32,193;33,181;34,166;35,162
D229 1,23;2,26;3,44;4,64;5,90;6,96;7,116;8,130;9,132;10,137;11,163;12,172;13,178;14,201;15,210;16,228;17,242;18,243;19,250;20,270;21,292;22,314;23,317;24,341;25,359;26,335;27,329;28,324;29,304;30,291;31,267;32,265;33,245;34,243;35,217
D259 1,11;2,19;3,45;4,60;5,78;6,85;7,90;8,101;9,105;10,109;11,113;12,115;13,117;14,126;15,133;16,161;17,187;18,188;19,200;20,228;21,232;22,255;23,243;24,241;25,236;26,228;27,203;28,188;29,177;30,172;31,160;32,134;33,113;34,106;35,87
D289 1,25;2,50;3,61;4,88;5,115;6,118;7,126;8,158;9,192;10,197;11,217;12,190;13,184;14,167;15,144;16,117;17,107;18,99;19,72;20,67;21,47;22,32;23,24;24,19;25,11;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D319 1,22;2,28;3,29;4,33;5,37;6,61;7,91;8,119;9,125;10,131;11,156;12,165;13,190;14,194;15,210;16,216;17,220;18,241;19,226;20,225;21,195;22,185;23,158;24,151;25,145;26,141;27,128;28,112;29,97;30,82;31,58;32,31;33,21;34,20;35,0
D349 1,17;2,45;3,70;4,86;5,103;6,127;7,154;8,184;9,203;10,212;11,231;12,242;13,262;14,271;15,288;16,282;17,254;18,246;19,232;20,207;21,198;22,176;23,148;24,121;25,89;26,78;27,67;28,66;29,49;30,32;31,29;32,2;33,0;34,0;35,0
D379 1,30;2,60;3,70;4,86;5,113;6,126;7,151;8,175;9,191;10,212;11,230;12,258;13,286;14,293;15,314;16,344;17,360;18,382;19,372;20,344;21,325;22,319;23,289;24,276;25,258;26,245;27,230;28,209;29,196;30,184;31,154;32,142;33,115;34,91;35,87
D409 1,8;2,33;3,48;4,80;5,98;6,103;7,104;8,122;9,128;10,153;11,187;12,160;13,135;14,129;15,119;16,109;17,103;18,86;19,68;20,34;21,14;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D439 1,9;2,27;3,46;4,62;5,87;6,106;7,122;8,136;9,147;10,170;11,184;12,192;13,199;14,206;15,207;16,214;17,232;18,237;19,252;20,257;21,285;22,297;23,295;24,294;25,289;26,263;27,255;28,248;29,239;30,223;31,214;32,189;33,163;34,140;35,138
D469 1,26;2,44;3,67;4,76;5,85;6,110;7,126;8,138;9,145;10,150;11,162;12,185;13,187;14,210;15,222;16,241;17,263;18,278;19,283;20,284;21,303;22,314;23,300;24,293;25,270;26,245;27,217;28,209;29,183;30,161;31,145;32,127;33,123;34,122;35,101
D499 1,15;2,19;3,44;4,55;5,64;6,80;7,85;8,100;9,105;10,120;11,131;12,152;13,166;14,185;15,196;16,201;17,206;18,221;19,246;20,253;21,274;22,289;23,267;24,255;25,229;26,203;27,175;28,167;29,162;30,134;31,115;32,106;33,83;34,67;35,59
D529 1,28;2,45;3,56;4,78;5,86;6,114;7,122;8,138;9,139;10,164;11,176;12,203;13,206;14,209;15,225;16,205;17,178;18,175;19,145;20,136;21,130;22,114;23,89;24,83;25,82;26,74;27,54;28,51;29,27;30,7;31,6;32,0;33,0;34,0;35,0
D559 1,19;2,34;3,53;4,71;5,84;6,97;7,112;8,128;9,140;10,143;11,149;12,165;13,172;14,173;15,198;16,211;17,224;18,237;19,231;20,206;21,193;22,189;23,173;24,172;25,168;26,146;27,121;28,118;29,100;30,76;31,67;32,49;33,36;34,20;35,19
D589 1,11;2,22;3,30;4,46;5,74;6,78;7,100;8,125;9,143;10,166;11,191;12,202;13,225;14,230;15,242;16,253;17,267;18,286;19,301;20,303;21,321;22,330;23,319;24,311;25,299;26,287;27,261;28,247;29,219;30,217;31,203;32,194;33,190;34,165;35,156
D619 1,30;2,62;3,90;4,118;5,138;6,152;7,155;8,180;9,204;10,228;11,244;12,260;13,288;14,297;15,309;16,303;17,276;18,246;19,226;20,201;21,190;22,170;23,148;24,140;25,128;26,96;27,84;28,81;29,54;30,34;31,10;32,2;33,0;34,0;35,0
D649 1,16;2,43;3,60;4,61;5,64;6,73;7,92;8,119;9,135;10,163;11,185;12,194;13,219;14,233;15,255;16,223;17,203;18,171;19,151;20,132;21,124;22,94;23,88;24,76;25,44;26,32;27,10;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D679 1,5;2,6;3,33;4,60;5,65;6,73;7,101;8,107;9,108;10,136;11,170;12,148;13,143;14,116;15,115;16,104;17,74;18,66;19,55;20,54;21,22;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D709 1,15;2,18;3,37;4,65;5,81;6,105;7,123;8,153;9,154;10,173;11,180;12,196;13,208;14,233;15,236;16,242;17,258;18,259;19,256;20,250;21,247;22,232;23,207;24,188;25,179;26,170;27,167;28,157;29,145;30,136;31,112;32,90;33,81;34,77;35,74
D739 1,9;2,30;3,56;4,60;5,78;6,89;7,103;8,122;9,124;10,129;11,133;12,140;13,159;14,163;15,172;16,190;17,198;18,214;19,225;20,243;21,255;22,270;23,247;24,231;25,208;26,183;27,172;28,165;29,158;30,143;31,139;32,135;33,128;34,123;35,118
D769 1,30;2,62;3,81;4,89;5,119;6,122;7,136;8,164;9,192;10,208;11,240;12,267;13,278;14,305;15,311;16,308;17,280;18,266;19,244;20,225;21,213;22,197;23,172;24,155;25,139;26,128;27,120;28,108;29,88;30,80;31,79;32,73;33,72;34,58;35,26
D799 1,6;2,12;3,14;4,20;5,34;6,47;7,66;8,89;9,94;10,118;11,127;12,128;13,154;14,180;15,187;16,203;17,217;18,232;19,239;20,258;21,269;22,291;23,293;24,312;25,338;26,333;27,327;28,304;29,291;30,284;31,258;32,252;33,242;34,220;35,210
D829 1,18;2,40;3,67;4,73;5,103;6,130;7,158;8,163;9,186;10,194;11,209;12,198;13,175;14,158;15,138;16,113;17,105;18,82;19,64;20,53;21,38;22,21;23,20;24,12;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D859 1,2;2,24;3,42;4,44;5,69;6,73;7,101;8,122;9,133;10,137;11,158;12,186;13,191;14,217;15,243;16,257;17,269;18,276;19,287;20,291;21,309;22,318;23,297;24,272;25,249;26,221;27,203;28,185;29,184;30,179;31,161;32,150;33,124;34,108;35,99
D889 1,13;2,40;3,41;4,62;5,66;6,88;7,110;8,134;9,150;10,160;11,190;12,203;13,204;14,213;15,238;16,247;17,275;18,288;19,275;20,256;21,250;22,243;23,234;24,210;25,207;26,192;27,189;28,164;29,151;30,142;31,141;32,135;33,117;34,98;35,88
D919 1,14;2,16;3,41;4,46;5,68;6,77;7,81;8,102;9,127;10,128;11,150;12,161;13,168;14,184;15,192;16,207;17,222;18,241;19,263;20,286;21,314;22,342;23,328;24,321;25,303;26,278;27,267;28,252;29,241;30,232;31,210;32,198;33,173;34,147;35,146
D949 1,2;2,18;3,34;4,36;5,37;6,56;7,79;8,99;9,110;10,130;11,132;12,143;13,144;14,167;15,172;16,186;17,192;18,211;19,220;20,238;21,245;22,269;23,285;24,295;25,296;26,290;27,276;28,274;29,264;30,245;31,221;32,207;33,201;34,190;35,187
D979 1,19;2,51;3,52;4,53;5,62;6,78;7,89;8,101;9,105;10,130;11,142;12,162;13,165;14,189;15,203;16,192;17,191;18,167;19,145;20,115;21,114;22,90;23,66;24,65;25,59;26,50;27,25;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D1413 1,25;2,55;3,70;4,86;5,95;6,116;7,135;8,148;9,160;10,178;11,181;12,206;13,227;14,236;15,248;16,278;17,281;18,294;19,285;20,281;21,274;22,256;23,246;24,227;25,209;26,181;27,166;28,160;29,130;30,118;31,111;32,101;33,77;34,67;35,61
D1713 1,12;2,28;3,30;4,55;5,60;6,85;7,89;8,101;9,106;10,120;11,136;12,147;13,159;14,174;15,183;16,194;17,216;18,241;19,245;20,246;21,247;22,252;23,224;24,222;25,220;26,198;27,179;28,156;29,137;30,132;31,104;32,83;33,71;34,48;35,20
D2013 1,6;2,21;3,25;4,40;5,50;6,74;7,86;8,96;9,109;10,125;11,129;12,139;13,167;14,183;15,201;16,229;17,239;18,261;19,246;20,231;21,227;22,223;23,207;24,182;25,166;26,154;27,130;28,105;29,92;30,91;31,90;32,78;33,72;34,50;35,47
D2313 1,13;2,30;3,40;4,67;5,97;6,98;7,104;8,105;9,113;10,143;11,144;12,124;13,119;14,92;15,69;16,68;17,34;18,14;19,3;20,0;21,0;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D2613 1,34;2,52;3,58;4,59;5,64;6,92;7,107;8,134;9,144;10,178;11,193;12,192;13,174;14,156;15,138;16,121;17,89;18,88;19,60;20,35;21,15;22,0;23,0;24,0;25,0;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0
D2913 1,22;2,37;3,55;4,66;5,73;6,76;7,81;8,92;9,94;10,101;11,111;12,133;13,135;14,142;15,164;16,165;17,174;18,197;19,213;20,231;21,251;22,257;23,263;24,285;25,308;26,305;27,304;28,288;29,287;30,277;31,262;32,248;33,237;34,223;35,214
D3213 1,14;2,29;3,38;4,48;5,57;6,64;7,88;8,98;9,109;10,129;11,138;12,141;13,144;14,157;15,168;16,175;17,181;18,200;19,209;20,210;21,236;22,260;23,273;24,282;25,284;26,273;27,267;28,260;29,241;30,234;31,219;32,199;33,180;34,169;35,149
