D38253 1,28;2,53;3,57;4,82;5,100;6,115;7,102;8,75;9,59;10,44
D42353 1,9;2,16;3,17;4,23;5,39;6,49;7,33;8,26;9,22;10,19
D46453 1,25;2,48;3,63;4,75;5,89;6,103;7,129;8,101;9,96;10,82
D50553 1,20;2,21;3,23;4,49;5,62;6,77;7,79;8,84;9,71;10,61
D54653 1,25;2,42;3,64;4,67;5,84;6,68;7,38;8,11;9,0;10,0
D58753 1,26;2,48;3,60;4,61;5,89;6,111;7,130;8,125;9,110;10,106
D62853 1,1;2,19;3,24;4,49;5,27;6,24;7,21;8,6;9,0;10,0
D66953 1,7;2,28;3,39;4,43;5,47;6,58;7,84;8,68;9,59;10,58
D71053 1,27;2,48;3,67;4,85;5,103;6,115;7,105;8,95;9,89;10,83
D75153 1,15;2,41;3,59;4,74;5,96;6,112;7,115;8,118;9,100;10,84
D79253 1,19;2,34;3,50;4,57;5,75;6,100;7,84;8,59;9,55;10,45
D83353 1,21;2,43;3,59;4,75;5,103;6,118;7,94;8,87;9,77;10,61
D87453 1,17;2,41;3,52;4,82;5,106;6,74;7,44;8,32;9,5;10,2
D91553 1,22;2,52;3,72;4,99;5,86;6,59;7,58;8,43;9,15;10,0
D95653 1,23;2,57;3,60;4,70;5,47;6,34;7,16;8,0;9,0;10,0
D99753 1,2;2,9;3,20;4,30;5,48;6,57;7,75;8,101;9,91;10,73
D103853 1,5;2,20;3,22;4,30;5,32;6,54;7,79;8,51;9,26;10,0
D106105 1,6;2,24;3,35;4,58;5,84;6,104;7,107;8,127;9,117;10,95
D147105 1,9;2,22;3,45;4,56;5,76;6,81;7,96;8,110;9,99;10,94
D188105 1,4;2,32;3,40;4,54;5,79;6,75;7,61;8,29;9,15;10,9
D229105 1,18;2,41;3,66;4,84;5,85;6,110;7,121;8,106;9,88;10,74
D270105 1,25;2,32;3,55;4,64;5,89;6,104;7,129;8,120;9,108;10,100
D311105 1,1;2,28;3,56;4,60;5,69;6,50;7,41;8,33;9,29;10,9
D352105 1,4;2,24;3,35;4,54;5,55;6,23;7,22;8,0;9,0;10,0
D393105 1,23;2,57;3,70;4,88;5,80;6,60;7,55;8,44;9,27;10,4
D434105 1,6;2,11;3,30;4,35;5,44;6,58;7,60;8,79;9,69;10,62
D475105 1,15;2,31;3,53;4,79;5,98;6,113;7,117;8,106;9,101;10,79
D516105 1,8;2,38;3,63;4,74;5,68;6,46;7,16;8,6;9,0;10,0
D557105 1,22;2,23;3,45;4,52;5,55;6,76;7,46;8,16;9,6;10,0
D598105 1,20;2,26;3,35;4,44;5,47;6,63;7,74;8,98;9,84;10,75
D639105 1,30;2,44;3,53;4,75;5,84;6,72;7,52;8,49;9,33;10,14
D680105 1,26;2,33;3,40;4,68;5,89;6,115;7,126;8,118;9,116;10,88
D721105 1,22;2,24;3,39;4,61;5,64;6,66;7,84;8,90;9,72;10,65
D762105 1,3;2,33;3,42;4,63;5,76;6,86;7,82;8,63;9,47;10,37
D803105 1,6;2,8;3,28;4,34;5,60;6,62;7,84;8,99;9,86;10,64
D844105 1,4;2,13;3,45;4,64;5,70;6,62;7,42;8,17;9,0;10,0
D885105 1,8;2,28;3,39;4,67;5,83;6,80;7,50;8,30;9,10;10,0
D926105 1,25;2,28;3,52;4,80;5,107;6,126;7,125;8,119;9,89;10,79
D967105 1,22;2,25;3,52;4,68;5,95;6,78;7,70;8,51;9,31;10,19
D1008105 1,2;2,11;3,13;4,39;5,49;6,56;7,66;8,68;9,59;10,35
D1049105 1,14;2,37;3,46;4,64;5,74;6,100;7,106;8,125;9,103;10,97
D1090105 1,9;2,31;3,61;4,62;5,66;6,54;7,45;8,33;9,24;10,0
D158157 1,20;2,26;3,35;4,53;5,56;6,72;7,83;8,84;9,68;10,53
D199157 1,16;2,34;3,53;4,56;5,69;6,87;7,110;8,120;9,109;10,100
D240157 1,11;2,22;3,39;4,71;5,66;6,61;7,31;8,4;9,0;10,0
D281157 1,8;2,24;3,43;4,48;5,70;6,92;7,107;8,92;9,70;10,63
D322157 1,7;2,20;3,23;4,46;5,72;6,91;7,110;8,132;9,126;10,107
D363157 1,28;2,42;3,51;4,67;5,95;6,117;7,139;8,137;9,136;10,125
D404157 1,16;2,19;3,35;4,57;5,58;6,78;7,102;8,120;9,117;10,107
D445157 1,18;2,23;3,39;4,62;5,84;6,108;7,134;8,141;9,139;10,125
D486157 1,1;2,25;3,26;4,54;5,82;6,60;7,36;8,24;9,4;10,1
D527157 1,12;2,42;3,48;4,51;5,76;6,98;7,91;8,76;9,49;10,40
D568157 1,26;2,54;3,73;4,74;5,79;6,90;7,92;8,78;9,73;10,72
D609157 1,1;2,24;3,41;4,73;5,70;6,64;7,37;8,17;9,0;10,0
D650157 1,1;2,12;3,32;4,35;5,22;6,0;7,0;8,0;9,0;10,0
D691157 1,17;2,31;3,59;4,75;5,91;6,88;7,74;8,42;9,17;10,0
D732157 1,32;2,51;3,57;4,60;5,76;6,57;7,37;8,15;9,0;10,0
D773157 1,6;2,31;3,34;4,37;5,49;6,55;7,52;8,39;9,20;10,0
D814157 1,32;2,62;3,80;4,108;5,102;6,68;7,50;8,30;9,12;10,0
D855157 1,7;2,30;3,41;4,63;5,78;6,101;7,104;8,106;9,80;10,73
D896157 1,25;2,53;3,70;4,88;5,66;6,56;7,55;8,45;9,17;10,0
D937157 1,22;2,39;3,54;4,64;5,37;6,22;7,9;8,0;9,0;10,0
D978157 1,15;2,42;3,64;4,83;5,84;6,97;7,72;8,42;9,33;10,6
D1019157 1,10;2,28;3,31;4,48;5,30;6,2;7,0;8,0;9,0;10,0
D1060157 1,12;2,42;3,49;4,61;5,89;6,104;7,80;8,62;9,47;10,41
D1101157 1,17;2,41;3,58;4,70;5,92;6,60;7,41;8,22;9,10;10,0
D1142157 1,3;2,33;3,36;4,66;5,48;6,37;7,7;8,0;9,0;10,0
D210209 1,3;2,9;3,29;4,44;5,51;6,61;7,66;8,67;9,62;10,47
D251209 1,8;2,25;3,50;4,53;5,30;6,25;7,5;8,0;9,0;10,0
D292209 1,17;2,21;3,48;4,67;5,75;6,50;7,47;8,41;9,24;10,16
D333209 1,9;2,15;3,25;4,41;5,63;6,66;7,62;8,43;9,39;10,15
D374209 1,13;2,29;3,30;4,33;5,43;6,61;7,46;8,28;9,13;10,0
D415209 1,23;2,49;3,63;4,83;5,105;6,121;7,147;8,149;9,125;10,99
D456209 1,24;2,28;3,43;4,62;5,74;6,87;7,71;8,55;9,42;10,35
D497209 1,13;2,41;3,57;4,75;5,91;6,112;7,91;8,76;9,54;10,35
D538209 1,19;2,35;3,41;4,71;5,75;6,76;7,70;8,42;9,14;10,7
D579209 1,30;2,54;3,71;4,82;5,88;6,77;7,49;8,40;9,29;10,23
D620209 1,1;2,22;3,29;4,44;5,68;6,87;7,74;8,65;9,52;10,43
D661209 1,10;2,25;3,40;4,53;5,77;6,80;7,91;8,109;9,102;10,78
D702209 1,12;2,31;3,63;4,88;5,105;6,80;7,60;8,30;9,10;10,0
D743209 1,5;2,24;3,40;4,54;5,80;6,91;7,113;8,132;9,118;10,112
D784209 1,17;2,23;3,50;4,64;5,75;6,71;7,39;8,22;9,14;10,5
D825209 1,2;2,5;3,20;4,23;5,25;6,45;7,67;8,77;9,53;10,30
D866209 1,30;2,46;3,58;4,80;5,104;6,131;7,127;8,117;9,113;10,112
D907209 1,22;2,34;3,41;4,53;5,83;6,93;7,77;8,55;9,37;10,10
D948209 1,21;2,30;3,58;4,83;5,87;6,106;7,76;8,61;9,36;10,8
D989209 1,26;2,35;3,38;4,56;5,63;6,74;7,75;8,76;9,70;10,50
D1030209 1,9;2,20;3,43;4,53;5,63;6,74;7,84;8,87;9,68;10,49
D1071209 1,22;2,50;3,66;4,73;5,98;6,116;7,123;8,105;9,90;10,76
D1112209 1,13;2,23;3,33;4,51;5,19;6,0;7,0;8,0;9,0;10,0
D1153209 1,28;2,51;3,85;4,117;5,109;6,108;7,93;8,83;9,80;10,60
D1194209 1,9;2,16;3,17;4,30;5,50;6,57;7,76;8,78;9,73;10,68
D262261 1,20;2,26;3,54;4,68;5,77;6,49;7,17;8,9;9,0;10,0
D303261 1,27;2,44;3,52;4,77;5,78;6,66;7,42;8,10;9,0;10,0
D344261 1,1;2,11;3,45;4,77;5,49;6,41;7,33;8,8;9,0;10,0
D385261 1,6;2,7;3,23;4,41;5,43;6,49;7,60;8,73;9,59;10,48
D426261 1,9;2,12;3,32;4,57;5,79;6,70;7,46;8,19;9,0;10,0
D467261 1,4;2,5;3,12;4,35;5,37;6,46;7,64;8,45;9,37;10,22
D508261 1,13;2,26;3,51;4,64;5,42;6,25;7,2;8,0;9,0;10,0
D549261 1,1;2,8;3,9;4,35;5,43;6,50;7,65;8,51;9,47;10,43
D590261 1,8;2,35;3,57;4,77;5,69;6,39;7,19;8,0;9,0;10,0
D631261 1,25;2,42;3,61;4,69;5,78;6,58;7,54;8,34;9,12;10,0
D672261 1,20;2,27;3,40;4,62;5,71;6,84;7,97;8,111;9,95;10,80
D713261 1,17;2,34;3,51;4,78;5,81;6,56;7,37;8,17;9,16;10,4
D754261 1,11;2,30;3,44;4,58;5,59;6,82;7,83;8,65;9,56;10,54
D795261 1,9;2,31;3,46;4,67;5,85;6,89;7,62;8,34;9,31;10,9
D836261 1,1;2,10;3,20;4,38;5,43;6,63;7,83;8,90;9,84;10,60
D877261 1,4;2,16;3,32;4,54;5,63;6,79;7,100;8,84;9,79;10,58
D918261 1,1;2,23;3,32;4,35;5,41;6,21;7,10;8,6;9,0;10,0
D959261 1,24;2,36;3,42;4,52;5,82;6,91;7,87;8,65;9,64;10,39
D1000261 1,20;2,40;3,54;4,70;5,94;6,83;7,56;8,52;9,46;10,14
D1041261 1,27;2,30;3,38;4,62;5,87;6,59;7,40;8,10;9,0;10,0
D1082261 1,18;2,21;3,27;4,55;5,59;6,71;7,56;8,44;9,37;10,10
D1123261 1,11;2,31;3,55;4,67;5,76;6,52;7,44;8,32;9,13;10,0
D1164261 1,1;2,13;3,25;4,28;5,46;6,64;7,60;8,54;9,39;10,24
D1205261 1,18;2,32;3,48;4,57;5,70;6,85;7,99;8,100;9,84;10,73
D1246261 1,14;2,29;3,51;4,73;5,92;6,94;7,116;8,139;9,125;10,116
D314313 1,20;2,22;3,23;4,45;5,69;6,75;7,95;8,115;9,95;10,88
D355313 1,1;2,33;3,58;4,61;5,27;6,26;7,23;8,0;9,0;10,0
D396313 1,10;2,25;3,38;4,54;5,63;6,66;7,85;8,91;9,88;10,70
D437313 1,27;2,30;3,39;4,42;5,48;6,54;7,36;8,26;9,13;10,7
D478313 1,19;2,31;3,38;4,56;5,77;6,78;7,96;8,74;9,53;10,44
D519313 1,32;2,47;3,79;4,90;5,79;6,59;7,25;8,22;9,0;10,0
D560313 1,17;2,41;3,58;4,70;5,81;6,49;7,25;8,9;9,0;10,0
D601313 1,13;2,14;3,20;4,27;5,37;6,44;7,29;8,7;9,3;10,0
D642313 1,3;2,26;3,46;4,66;5,72;6,83;7,94;8,107;9,81;10,79
D683313 1,15;2,16;3,25;4,47;5,63;6,67;7,58;8,28;9,16;10,0
D724313 1,30;2,58;3,82;4,104;5,116;6,99;7,71;8,68;9,57;10,33
D765313 1,24;2,54;3,64;4,70;5,89;6,116;7,98;8,85;9,70;10,61
D806313 1,22;2,27;3,38;4,40;5,63;6,65;7,68;8,88;9,77;10,61
D847313 1,16;2,36;3,37;4,56;5,76;6,52;7,40;8,23;9,20;10,0
D888313 1,9;2,36;3,63;4,67;5,89;6,57;7,33;8,14;9,10;10,0
D929313 1,20;2,25;3,53;4,78;5,50;6,16;7,11;8,3;9,0;10,0
D970313 1,11;2,37;3,56;4,78;5,97;6,119;7,145;8,159;9,146;10,128
D1011313 1,6;2,10;3,16;4,23;5,41;6,60;7,48;8,35;9,31;10,6
D1052313 1,19;2,38;3,50;4,53;5,56;6,40;7,16;8,0;9,0;10,0
D1093313 1,10;2,21;3,36;4,45;5,50;6,56;7,61;8,68;9,67;10,44
D1134313 1,1;2,23;3,46;4,78;5,48;6,26;7,3;8,0;9,0;10,0
D1175313 1,23;2,34;3,68;4,81;5,70;6,47;7,24;8,21;9,0;10,0
D1216313 1,10;2,12;3,19;4,26;5,28;6,34;7,41;8,43;9,20;10,11
D1257313 1,20;2,31;3,43;4,71;5,87;6,79;7,52;8,22;9,6;10,3
D1298313 1,3;2,12;3,39;4,49;5,67;6,68;7,40;8,34;9,9;10,0
D366365 1,7;2,15;3,20;4,38;5,60;6,62;7,85;8,70;9,62;10,39
D407365 1,27;2,30;3,38;4,62;5,87;6,67;7,50;8,46;9,18;10,0
D448365 1,6;2,25;3,52;4,82;5,85;6,106;7,78;8,57;9,56;10,43
D489365 1,26;2,49;3,56;4,79;5,93;6,109;7,123;8,134;9,118;10,96
D530365 1,24;2,40;3,47;4,77;5,102;6,108;7,86;8,79;9,55;10,34
D571365 1,3;2,4;3,25;4,32;5,51;6,61;7,48;8,32;9,29;10,4
D612365 1,21;2,27;3,40;4,47;5,56;6,80;7,68;8,61;9,49;10,31
D653365 1,30;2,57;3,74;4,99;5,72;6,59;7,29;8,21;9,0;10,0
D694365 1,8;2,24;3,31;4,43;5,62;6,76;7,98;8,93;9,77;10,61
D735365 1,6;2,26;3,46;4,59;5,85;6,107;7,114;8,129;9,103;10,101
D776365 1,19;2,34;3,47;4,74;5,92;6,102;7,74;8,53;9,40;10,30
D817365 1,15;2,31;3,59;4,81;5,97;6,107;7,92;8,73;9,49;10,36
D858365 1,34;2,66;3,93;4,111;5,106;6,76;7,65;8,35;9,7;10,0
D899365 1,22;2,25;3,37;4,53;5,81;6,97;7,84;8,65;9,49;10,28
D940365 1,2;2,25;3,32;4,40;5,66;6,75;7,79;8,60;9,35;10,9
D981365 1,22;2,49;3,68;4,87;5,114;6,103;7,84;8,52;9,36;10,24
D1022365 1,10;2,20;3,26;4,38;5,63;6,69;7,56;8,34;9,31;10,25
D1063365 1,20;2,52;3,79;4,88;5,108;6,76;7,62;8,37;9,29;10,0
D1104365 1,18;2,33;3,35;4,53;5,75;6,77;7,87;8,100;9,78;10,65
D1145365 1,3;2,20;3,26;4,32;5,62;6,54;7,32;8,28;9,0;10,0
D1186365 1,9;2,28;3,47;4,54;5,76;6,82;7,73;8,58;9,46;10,31
D1227365 1,20;2,38;3,53;4,79;5,105;6,115;7,125;8,140;9,114;10,95
D1268365 1,5;2,6;3,34;4,66;5,61;6,39;7,11;8,0;9,0;10,0
D1309365 1,30;2,51;3,72;4,102;5,123;6,142;7,121;8,109;9,94;10,88
D1350365 1,9;2,25;3,37;4,48;5,64;6,47;7,17;8,0;9,0;10,0
D418417 1,25;2,41;3,53;4,75;5,103;6,133;7,109;8,99;9,89;10,73
D459417 1,34;2,39;3,50;4,77;5,64;6,53;7,30;8,19;9,14;10,0
D500417 1,27;2,45;3,55;4,58;5,79;6,103;7,88;8,73;9,63;10,51
D541417 1,26;2,51;3,67;4,82;5,105;6,113;7,129;8,113;9,98;10,73
D582417 1,8;2,36;3,50;4,52;5,75;6,86;7,88;8,70;9,44;10,40
D623417 1,22;2,30;3,35;4,58;5,69;6,81;7,99;8,76;9,67;10,52
D664417 1,21;2,25;3,29;4,40;5,55;6,63;7,71;8,52;9,30;10,8
D705417 1,18;2,21;3,49;4,73;5,88;6,112;7,111;8,93;9,84;10,77
D746417 1,32;2,44;3,69;4,70;5,71;6,44;7,25;8,0;9,0;10,0
D787417 1,3;2,28;3,47;4,51;5,64;6,89;7,67;8,40;9,15;10,0
D828417 1,12;2,15;3,42;4,61;5,67;6,80;7,71;8,59;9,53;10,44
D869417 1,4;2,23;3,26;4,51;5,58;6,74;7,58;8,28;9,0;10,0
D910417 1,22;2,47;3,48;4,62;5,74;6,75;7,103;8,102;9,90;10,81
D951417 1,8;2,22;3,36;4,50;5,59;6,50;7,20;8,9;9,0;10,0
D992417 1,16;2,19;3,44;4,58;5,88;6,79;7,78;8,58;9,31;10,7
D1033417 1,17;2,29;3,53;4,65;5,97;6,78;7,74;8,54;9,35;10,34
D1074417 1,22;2,29;3,42;4,52;5,76;6,77;7,100;8,119;9,97;10,87
D1115417 1,32;2,56;3,80;4,81;5,84;6,73;7,67;8,37;9,13;10,0
D1156417 1,16;2,34;3,42;4,65;5,90;6,97;7,105;8,100;9,89;10,85
D1197417 1,1;2,2;3,3;4,21;5,25;6,39;7,55;8,27;9,11;10,0
D1238417 1,4;2,7;3,27;4,39;5,63;6,39;7,14;8,0;9,0;10,0
D1279417 1,4;2,6;3,24;4,40;5,62;6,88;7,114;8,95;9,81;10,77
D1320417 1,2;2,7;3,28;4,54;5,56;6,81;7,100;8,91;9,76;10,48
D1361417 1,26;2,27;3,50;4,68;5,86;6,112;7,114;8,136;9,130;10,112
D1402417 1,28;2,37;3,53;4,69;5,78;6,67;7,51;8,42;9,28;10,20
D470469 1,26;2,45;3,52;4,75;5,97;6,121;7,130;8,137;9,128;10,114
D511469 1,7;2,14;3,40;4,41;5,49;6,70;7,92;8,90;9,83;10,58
D552469 1,1;2,14;3,32;4,35;5,61;6,70;7,79;8,105;9,87;10,73
D593469 1,19;2,49;3,73;4,81;5,92;6,89;7,67;8,50;9,42;10,41
D634469 1,27;2,33;3,44;4,76;5,93;6,69;7,61;8,55;9,47;10,15
D675469 1,7;2,26;3,54;4,58;5,74;6,76;7,77;8,61;9,43;10,17
D716469 1,9;2,37;3,62;4,68;5,69;6,39;7,25;8,0;9,0;10,0
D757469 1,16;2,26;3,31;4,57;5,68;6,73;7,79;8,81;9,59;10,39
D798469 1,11;2,28;3,53;4,73;5,82;6,60;7,33;8,5;9,0;10,0
D839469 1,23;2,31;3,42;4,46;5,61;6,68;7,79;8,54;9,39;10,18
D880469 1,12;2,24;3,27;4,42;5,67;6,89;7,65;8,47;9,29;10,5
D921469 1,6;2,21;3,30;4,55;5,59;6,81;7,78;8,56;9,34;10,16
D962469 1,2;2,9;3,31;4,45;5,49;6,75;7,94;8,89;9,66;10,41
D1003469 1,22;2,41;3,61;4,68;5,88;6,111;7,118;8,120;9,96;10,78
D1044469 1,4;2,9;3,17;4,39;5,53;6,65;7,80;8,66;9,50;10,31
D1085469 1,4;2,12;3,27;4,38;5,42;6,54;7,65;8,51;9,50;10,43
D1126469 1,27;2,46;3,74;4,101;5,107;6,134;7,107;8,80;9,52;10,36
D1167469 1,27;2,45;3,60;4,78;5,87;6,111;7,95;8,89;9,62;10,55
D1208469 1,22;2,35;3,39;4,63;5,72;6,100;7,84;8,77;9,59;10,34
D1249469 1,30;2,50;3,69;4,75;5,84;6,68;7,67;8,48;9,29;10,20
D1290469 1,32;2,62;3,70;4,75;5,53;6,52;7,35;8,30;9,20;10,5
D1331469 1,15;2,35;3,42;4,66;5,88;6,94;7,109;8,120;9,113;10,93
D1372469 1,17;2,35;3,65;4,88;5,83;6,70;7,55;8,30;9,12;10,0
D1413469 1,7;2,29;3,39;4,69;5,85;6,100;7,84;8,68;9,38;10,20
D1454469 1,3;2,23;3,28;4,60;5,38;6,11;7,10;8,0;9,0;10,0
D522521 1,25;2,30;3,52;4,78;5,79;6,105;7,127;8,111;9,107;10,91
D563521 1,13;2,27;3,42;4,44;5,51;6,77;7,99;8,101;9,83;10,70
D604521 1,21;2,37;3,52;4,71;5,85;6,94;7,105;8,89;9,74;10,56
D645521 1,8;2,34;3,52;4,67;5,92;6,106;7,108;8,107;9,91;10,90
D686521 1,15;2,16;3,38;4,56;5,68;6,72;7,81;8,67;9,56;10,28
D727521 1,23;2,25;3,49;4,71;5,74;6,100;7,105;8,118;9,109;10,103
D768521 1,16;2,46;3,54;4,68;5,90;6,65;7,48;8,37;9,13;10,7
D809521 1,24;2,34;3,56;4,63;5,65;6,75;7,82;8,95;9,86;10,68
D850521 1,30;2,38;3,58;4,59;5,65;6,43;7,16;8,0;9,0;10,0
D891521 1,5;2,27;3,59;4,89;5,55;6,49;7,39;8,31;9,0;10,0
D932521 1,24;2,25;3,27;4,45;5,67;6,72;7,91;8,105;9,79;10,76
D973521 1,5;2,32;3,54;4,55;5,47;6,20;7,0;8,0;9,0;10,0
D1014521 1,26;2,41;3,67;4,90;5,112;6,130;7,155;8,141;9,123;10,108
D1055521 1,23;2,39;3,55;4,76;5,94;6,105;7,116;8,108;9,90;10,72
D1096521 1,23;2,39;3,40;4,46;5,48;6,68;7,83;8,84;9,62;10,53
D1137521 1,24;2,47;3,54;4,55;5,74;6,76;7,100;8,124;9,119;10,118
D1178521 1,6;2,17;3,30;4,45;5,52;6,66;7,72;8,78;9,68;10,50
D1219521 1,10;2,20;3,33;4,48;5,58;6,71;7,85;8,87;9,71;10,45
D1260521 1,2;2,25;3,34;4,62;5,76;6,84;7,92;8,70;9,66;10,52
D1301521 1,4;2,30;3,38;4,64;5,89;6,103;7,111;8,85;9,63;10,41
D1342521 1,4;2,12;3,16;4,17;5,40;6,48;7,52;8,34;9,32;10,21
D1383521 1,6;2,10;3,40;4,72;5,88;6,63;7,44;8,33;9,22;10,0
D1424521 1,6;2,7;3,25;4,59;5,25;6,10;7,5;8,0;9,0;10,0
D1465521 1,15;2,27;3,53;4,65;5,79;6,101;7,116;8,108;9,90;10,85
D1506521 1,30;2,54;3,64;4,91;5,121;6,122;7,113;8,89;9,65;10,53
D574573 1,8;2,21;3,46;4,63;5,58;6,33;7,6;8,0;9,0;10,0
D615573 1,10;2,25;3,31;4,42;5,17;6,6;7,0;8,0;9,0;10,0
D656573 1,21;2,22;3,23;4,29;5,33;6,48;7,32;8,22;9,0;10,0
D697573 1,8;2,28;3,56;4,86;5,95;6,63;7,31;8,27;9,24;10,0
D738573 1,5;2,19;3,32;4,37;5,53;6,69;7,88;8,110;9,105;10,82
D779573 1,10;2,14;3,36;4,40;5,46;6,71;7,61;8,31;9,6;10,0
D820573 1,9;2,20;3,23;4,34;5,43;6,42;7,39;8,31;9,14;10,0
D861573 1,20;2,22;3,44;4,57;5,67;6,77;7,83;8,101;9,77;10,57
D902573 1,3;2,14;3,46;4,66;5,90;6,87;7,65;8,38;9,14;10,0
D943573 1,3;2,15;3,27;4,39;5,63;6,60;7,28;8,1;9,0;10,0
D984573 1,10;2,28;3,34;4,47;5,49;6,67;7,73;8,76;9,52;10,46
D1025573 1,16;2,42;3,64;4,73;5,74;6,80;7,94;8,95;9,88;10,62
D1066573 1,13;2,47;3,62;4,92;5,86;6,68;7,36;8,21;9,0;10,0
D1107573 1,9;2,17;3,29;4,37;5,48;6,39;7,9;8,0;9,0;10,0
D1148573 1,11;2,39;3,55;4,78;5,96;6,103;7,107;8,96;9,70;10,44
D1189573 1,20;2,23;3,46;4,57;5,40;6,30;7,2;8,0;9,0;10,0
D1230573 1,24;2,30;3,52;4,69;5,85;6,55;7,30;8,21;9,9;10,0
D1271573 1,12;2,31;3,52;4,68;5,72;6,76;7,77;8,72;9,56;10,41
D1312573 1,9;2,37;3,45;4,48;5,49;6,46;7,45;8,17;9,3;10,0
D1353573 1,23;2,46;3,71;4,88;5,63;6,62;7,57;8,46;9,24;10,21
D1394573 1,20;2,25;3,40;4,67;5,40;6,25;7,19;8,0;9,0;10,0
D1435573 1,23;2,34;3,64;4,77;5,59;6,37;7,34;8,29;9,21;10,4
D1476573 1,28;2,55;3,58;4,77;5,99;6,69;7,50;8,22;9,8;10,0
D1517573 1,13;2,35;3,42;4,52;5,62;6,82;7,102;8,108;9,84;10,70
D1558573 1,1;2,16;3,35;4,42;5,60;6,67;7,81;8,90;9,84;10,73
D626625 1,1;2,4;3,17;4,42;5,20;6,0;7,0;8,0;9,0;10,0
D667625 1,8;2,22;3,33;4,61;5,80;6,74;7,60;8,30;9,13;10,0
D708625 1,28;2,34;3,46;4,71;5,88;6,60;7,52;8,48;9,26;10,18
D749625 1,15;2,43;3,59;4,85;5,111;6,137;7,156;8,151;9,130;10,121
D790625 1,13;2,31;3,32;4,35;5,53;6,56;7,41;8,31;9,25;10,1
D831625 1,18;2,25;3,39;4,64;5,90;6,116;7,120;8,109;9,91;10,63
D872625 1,22;2,46;3,54;4,65;5,87;6,73;7,65;8,51;9,23;10,4
D913625 1,5;2,6;3,7;4,21;5,43;6,69;7,79;8,98;9,72;10,46
D954625 1,3;2,18;3,42;4,49;5,52;6,65;7,66;8,90;9,83;10,69
D995625 1,4;2,9;3,23;4,37;5,45;6,64;7,76;8,65;9,42;10,16
D1036625 1,18;2,29;3,40;4,45;5,56;6,81;7,92;8,66;9,48;10,25
D1077625 1,19;2,23;3,40;4,43;5,52;6,44;7,41;8,35;9,3;10,0
D1118625 1,3;2,10;3,33;4,44;5,54;6,80;7,87;8,106;9,93;10,73
D1159625 1,11;2,21;3,28;4,33;5,55;6,81;7,92;8,98;9,84;10,83
D1200625 1,16;2,27;3,41;4,68;5,93;6,71;7,41;8,22;9,0;10,0
