D4746 1,1;2,18;3,36;4,66;5,81;6,71;7,61;8,60;9,26;10,0;11,0;12,0;13,0;14,0;15,0
D5546 1,13;2,31;3,50;4,65;5,92;6,110;7,134;8,143;9,130;10,105;11,90;12,89;13,86;14,58;15,28
D6346 1,6;2,32;3,56;4,74;5,100;6,106;7,117;8,124;9,140;10,145;11,146;12,136;13,121;14,99;15,85
D7146 1,11;2,12;3,32;4,46;5,59;6,77;7,83;8,85;9,90;10,92;11,115;12,100;13,90;14,81;15,63
D7946 1,22;2,56;3,67;4,101;5,109;6,77;7,71;8,58;9,35;10,13;11,7;12,4;13,0;14,0;15,0
D8746 1,22;2,35;3,42;4,43;5,70;6,88;7,106;8,115;9,88;10,73;11,52;12,49;13,48;14,21;15,2
D9546 1,15;2,25;3,26;4,34;5,62;6,32;7,26;8,0;9,0;10,0;11,0;12,0;13,0;14,0;15,0
D5049 1,23;2,28;3,44;4,59;5,84;6,102;7,130;8,139;9,167;10,172;11,163;12,137;13,129;14,111;15,104
D5849 1,9;2,25;3,46;4,62;5,78;6,99;7,114;8,120;9,108;10,80;11,53;12,32;13,28;14,10;15,6
D6649 1,1;2,10;3,40;4,53;5,74;6,90;7,112;8,133;9,120;10,113;11,85;12,73;13,60;14,39;15,30
D7449 1,7;2,23;3,50;4,68;5,78;6,82;7,83;8,84;9,56;10,29;11,25;12,7;13,0;14,0;15,0
D8249 1,12;2,34;3,59;4,75;5,86;6,102;7,120;8,139;9,158;10,173;11,147;12,126;13,101;14,82;15,78
D9049 1,25;2,33;3,34;4,58;5,88;6,116;7,130;8,129;9,97;10,69;11,53;12,26;13,23;14,0;15,0
D9849 1,7;2,14;3,16;4,39;5,53;6,79;7,86;8,101;9,116;10,139;11,142;12,123;13,104;14,86;15,79
@Resultados
D21 1,35;2,39;3,43;4,45;5,45;6,44;7,40;8,37;9,34;10,31;11,29;12,29;13,29;14,29;15,29
D101 1,61;2,72;3,82;4,89;5,93;6,93;7,92;8,90;9,88;10,85;11,81;12,81;13,81;14,81;15,81
D181 1,52;2,58;3,63;4,68;5,70;6,71;7,70;8,69;9,66;10,62;11,58;12,58;13,58;14,58;15,58
D261 1,25;2,33;3,40;4,49;5,52;6,55;7,56;8,54;9,50;10,47;11,43;12,43;13,43;14,43;15,43
D341 1,43;2,47;3,54;4,61;5,68;6,75;7,80;8,84;9,86;10,88;11,87;12,87;13,87;14,87;15,87
D421 1,32;2,39;3,45;4,51;5,53;6,53;7,52;8,48;9,45;10,41;11,39;12,39;13,39;14,39;15,39
D501 1,44;2,52;3,60;4,69;5,73;6,76;7,77;8,78;9,77;10,75;11,71;12,71;13,71;14,71;15,71
D54 1,39;2,47;3,54;4,62;5,68;6,70;7,71;8,70;9,68;10,64;11,59;12,59;13,59;14,59;15,59
D134 1,20;2,25;3,31;4,38;5,45;6,53;7,58;8,61;9,62;10,62;11,61;12,61;13,61;14,61;15,61
D214 1,59;2,70;3,78;4,85;5,91;6,98;7,102;8,103;9,104;10,103;11,102;12,102;13,102;14,102;15,102
D294 1,44;2,53;3,61;4,71;5,81;6,91;7,100;8,108;9,113;10,116;11,118;12,118;13,118;14,118;15,118
D374 1,65;2,70;3,71;4,71;5,70;6,66;7,62;8,57;9,52;10,49;11,45;12,45;13,45;14,45;15,45
D454 1,49;2,53;3,57;4,59;5,62;6,65;7,69;8,71;9,72;10,73;11,72;12,72;13,72;14,72;15,72
D534 1,45;2,52;3,60;4,67;5,75;6,82;7,88;8,91;9,92;10,91;11,88;12,88;13,88;14,88;15,88
D87 1,48;2,52;3,53;4,52;5,48;6,44;7,40;8,36;9,33;10,31;11,29;12,29;13,29;14,29;15,29
D167 1,23;2,29;3,35;4,39;5,46;6,52;7,58;8,62;9,63;10,64;11,63;12,63;13,63;14,63;15,63
D247 1,28;2,35;3,40;4,44;5,45;6,44;7,43;8,40;9,37;10,34;11,32;12,32;13,32;14,32;15,32
D327 1,30;2,35;3,39;4,45;5,52;6,58;7,62;8,65;9,66;10,67;11,65;12,65;13,65;14,65;15,65
D407 1,25;2,32;3,38;4,44;5,52;6,59;7,66;8,72;9,75;10,76;11,75;12,75;13,75;14,75;15,75
D487 1,24;2,33;3,42;4,51;5,60;6,71;7,78;8,82;9,85;10,85;11,85;12,85;13,85;14,85;15,85
D567 1,21;2,26;3,34;4,41;5,43;6,41;7,38;8,34;9,32;10,29;11,27;12,27;13,27;14,27;15,27
D1110 1,60;2,71;3,81;4,84;5,85;6,86;7,85;8,82;9,79;10,73;11,68;12,68;13,68;14,68;15,68
D1910 1,33;2,37;3,38;4,37;5,33;6,30;7,27;8,25;9,23;10,21;11,20;12,20;13,20;14,20;15,20
D2710 1,51;2,51;3,48;4,45;5,41;6,37;7,33;8,30;9,28;10,26;11,24;12,24;13,24;14,24;15,24
D3510 1,49;2,58;3,66;4,75;5,81;6,89;7,96;8,101;9,104;10,106;11,106;12,106;13,106;14,106;15,106
D4310 1,48;2,53;3,57;4,59;5,58;6,54;7,49;8,45;9,42;10,39;11,36;12,36;13,36;14,36;15,36
D5110 1,47;2,55;3,63;4,71;5,75;6,76;7,77;8,75;9,73;10,70;11,66;12,66;13,66;14,66;15,66
D5910 1,39;2,47;3,56;4,65;5,73;6,80;7,84;8,88;9,90;10,91;11,91;12,91;13,91;14,91;15,91
D1413 1,21;2,30;3,39;4,43;5,46;6,44;7,41;8,38;9,35;10,32;11,30;12,30;13,30;14,30;15,30
D2213 1,46;2,49;3,54;4,61;5,66;6,71;7,76;8,79;9,80;10,79;11,78;12,78;13,78;14,78;15,78
D3013 1,53;2,64;3,76;4,88;5,95;6,99;7,101;8,100;9,98;10,96;11,94;12,94;13,94;14,94;15,94
D3813 1,57;2,65;3,74;4,79;5,81;6,80;7,78;8,74;9,69;10,65;11,60;12,60;13,60;14,60;15,60
D4613 1,43;2,51;3,61;4,71;5,79;6,88;7,95;8,99;9,102;10,103;11,103;12,103;13,103;14,103;15,103
D5413 1,58;2,66;3,75;4,80;5,81;6,82;7,80;8,78;9,76;10,73;11,68;12,68;13,68;14,68;15,68
D6213 1,45;2,54;3,63;4,67;5,67;6,66;7,64;8,60;9,56;10,53;11,49;12,49;13,49;14,49;15,49
D1716 1,66;2,66;3,62;4,56;5,50;6,45;7,41;8,37;9,34;10,32;11,30;12,30;13,30;14,30;15,30
D2516 1,66;2,71;3,74;4,75;5,74;6,74;7,73;8,71;9,68;10,65;11,60;12,60;13,60;14,60;15,60
D3316 1,82;2,93;3,105;4,115;5,120;6,123;7,125;8,126;9,126;10,125;11,123;12,123;13,123;14,123;15,123
D4116 1,18;2,24;3,31;4,35;5,35;6,32;7,29;8,27;9,25;10,23;11,21;12,21;13,21;14,21;15,21
D4916 1,59;2,68;3,77;4,84;5,93;6,101;7,107;8,111;9,114;10,115;11,116;12,116;13,116;14,116;15,116
D5716 1,70;2,77;3,80;4,81;5,77;6,72;7,66;8,61;9,56;10,52;11,48;12,48;13,48;14,48;15,48
D6516 1,50;2,59;3,68;4,72;5,75;6,74;7,73;8,69;9,66;10,61;11,57;12,57;13,57;14,57;15,57
D2019 1,53;2,52;3,45;4,40;5,35;6,32;7,29;8,26;9,24;10,22;11,21;12,21;13,21;14,21;15,21
D2819 1,35;2,40;3,46;4,51;5,57;6,63;7,68;8,72;9,74;10,75;11,75;12,75;13,75;14,75;15,75
D3619 1,46;2,53;3,61;4,68;5,75;6,83;7,86;8,88;9,88;10,87;11,86;12,86;13,86;14,86;15,86
D4419 1,50;2,58;3,64;4,70;5,77;6,85;7,89;8,91;9,93;10,93;11,92;12,92;13,92;14,92;15,92
D5219 1,36;2,43;3,51;4,59;5,68;6,76;7,81;8,85;9,88;10,90;11,90;12,90;13,90;14,90;15,90
D6019 1,51;2,56;3,61;4,67;5,73;6,81;7,88;8,93;9,97;10,98;11,98;12,98;13,98;14,98;15,98
D6819 1,50;2,60;3,71;4,81;5,90;6,99;7,104;8,106;9,106;10,106;11,105;12,105;13,105;14,105;15,105
D2322 1,60;2,67;3,74;4,81;5,86;6,91;7,97;8,101;9,105;10,107;11,109;12,109;13,109;14,109;15,109
D3122 1,33;2,38;3,42;4,48;5,54;6,60;7,65;8,68;9,68;10,67;11,65;12,65;13,65;14,65;15,65
D3922 1,55;2,61;3,66;4,70;5,74;6,78;7,80;8,79;9,78;10,76;11,72;12,72;13,72;14,72;15,72
D4722 1,38;2,42;3,40;4,35;5,31;6,28;7,26;8,23;9,22;10,20;11,19;12,19;13,19;14,19;15,19
D5522 1,50;2,52;3,52;4,47;5,42;6,38;7,34;8,31;9,29;10,27;11,25;12,25;13,25;14,25;15,25
D6322 1,67;2,77;3,86;4,90;5,91;6,91;7,88;8,83;9,79;10,75;11,71;12,71;13,71;14,71;15,71
D7122 1,70;2,74;3,77;4,77;5,74;6,70;7,66;8,62;9,57;10,53;11,49;12,49;13,49;14,49;15,49
D2625 1,44;2,53;3,61;4,68;5,74;6,77;7,78;8,76;9,74;10,72;11,68;12,68;13,68;14,68;15,68
D3425 1,59;2,65;3,66;4,66;5,64;6,62;7,60;8,56;9,52;10,48;11,45;12,45;13,45;14,45;15,45
D4225 1,38;2,43;3,48;4,53;5,57;6,63;7,68;8,72;9,75;10,77;11,77;12,77;13,77;14,77;15,77
D5025 1,54;2,60;3,66;4,68;5,67;6,64;7,61;8,58;9,54;10,50;11,47;12,47;13,47;14,47;15,47
D5825 1,38;2,44;3,52;4,58;5,63;6,65;7,66;8,65;9,62;10,59;11,56;12,56;13,56;14,56;15,56
D6625 1,56;2,65;3,72;4,80;5,85;6,87;7,87;8,84;9,81;10,77;11,72;12,72;13,72;14,72;15,72
D7425 1,52;2,57;3,61;4,67;5,75;6,83;7,89;8,92;9,94;10,95;11,95;12,95;13,95;14,95;15,95
D2928 1,46;2,55;3,64;4,70;5,71;6,72;7,70;8,68;9,65;10,62;11,59;12,59;13,59;14,59;15,59
D3728 1,24;2,30;3,36;4,44;5,51;6,57;7,64;8,67;9,69;10,70;11,70;12,70;13,70;14,70;15,70
D4528 1,35;2,40;3,43;4,48;5,54;6,60;7,66;8,70;9,73;10,74;11,76;12,76;13,76;14,76;15,76
D5328 1,51;2,63;3,73;4,84;5,89;6,93;7,94;8,95;9,94;10,93;11,91;12,91;13,91;14,91;15,91
D6128 1,30;2,35;3,38;4,44;5,49;6,53;7,57;8,58;9,58;10,57;11,56;12,56;13,56;14,56;15,56
D6928 1,58;2,67;3,76;4,81;5,84;6,84;7,83;8,81;9,79;10,75;11,70;12,70;13,70;14,70;15,70
D7728 1,18;2,24;3,28;4,35;5,40;6,46;7,51;8,55;9,57;10,59;11,60;12,60;13,60;14,60;15,60
D3231 1,57;2,65;3,72;4,77;5,79;6,79;7,77;8,74;9,70;10,66;11,61;12,61;13,61;14,61;15,61
D4031 1,53;2,65;3,76;4,83;5,85;6,85;7,83;8,81;9,77;10,73;11,68;12,68;13,68;14,68;15,68
D4831 1,37;2,44;3,51;4,56;5,57;6,56;7,54;8,51;9,48;10,45;11,42;12,42;13,42;14,42;15,42
D5631 1,16;2,21;3,25;4,30;5,37;6,43;7,47;8,49;9,51;10,52;11,52;12,52;13,52;14,52;15,52
D6431 1,37;2,44;3,51;4,53;5,53;6,51;7,46;8,42;9,39;10,36;11,34;12,34;13,34;14,34;15,34
D7231 1,22;2,27;3,33;4,39;5,44;6,49;7,52;8,53;9,52;10,51;11,49;12,49;13,49;14,49;15,49
D8031 1,41;2,45;3,49;4,55;5,61;6,68;7,72;8,73;9,73;10,73;11,72;12,72;13,72;14,72;15,72
D3534 1,62;2,72;3,80;4,89;5,96;6,99;7,99;8,97;9,93;10,90;11,86;12,86;13,86;14,86;15,86
D4334 1,50;2,57;3,65;4,69;5,71;6,69;7,66;8,62;9,58;10,53;11,50;12,50;13,50;14,50;15,50
D5134 1,13;2,14;3,14;4,12;5,11;6,10;7,9;8,8;9,7;10,7;11,6;12,6;13,6;14,6;15,6
D5934 1,71;2,81;3,92;4,98;5,100;6,100;7,99;8,95;9,90;10,84;11,78;12,78;13,78;14,78;15,78
D6734 1,31;2,36;3,43;4,51;5,58;6,65;7,72;8,78;9,82;10,84;11,84;12,84;13,84;14,84;15,84
D7534 1,47;2,52;3,54;4,54;5,54;6,53;7,49;8,45;9,41;10,38;11,36;12,36;13,36;14,36;15,36
D8334 1,75;2,80;3,80;4,78;5,75;6,69;7,62;8,57;9,53;10,49;11,46;12,46;13,46;14,46;15,46
D3837 1,46;2,52;3,61;4,66;5,67;6,65;7,61;8,56;9,52;10,48;11,45;12,45;13,45;14,45;15,45
D4637 1,31;2,30;3,27;4,24;5,21;6,19;7,17;8,16;9,14;10,13;11,12;12,12;13,12;14,12;15,12
D5437 1,12;2,16;3,19;4,23;5,24;6,24;7,23;8,21;9,19;10,18;11,17;12,17;13,17;14,17;15,17
D6237 1,43;2,51;3,58;4,65;5,68;6,69;7,70;8,71;9,70;10,69;11,67;12,67;13,67;14,67;15,67
D7037 1,47;2,53;3,59;4,64;5,71;6,78;7,83;8,86;9,87;10,87;11,87;12,87;13,87;14,87;15,87
D7837 1,49;2,53;3,53;4,51;5,47;6,42;7,38;8,35;9,32;10,30;11,28;12,28;13,28;14,28;15,28
D8637 1,49;2,57;3,64;4,71;5,73;6,72;7,71;8,67;9,62;10,58;11,54;12,54;13,54;14,54;15,54
D4140 1,37;2,42;3,49;4,54;5,55;6,56;7,55;8,53;9,50;10,47;11,44;12,44;13,44;14,44;15,44
D4940 1,40;2,44;3,49;4,56;5,64;6,71;7,76;8,80;9,82;10,83;11,82;12,82;13,82;14,82;15,82
D5740 1,40;2,48;3,55;4,61;5,68;6,74;7,81;8,86;9,89;10,90;11,91;12,91;13,91;14,91;15,91
D6540 1,58;2,64;3,71;4,80;5,88;6,96;7,104;8,108;9,111;10,114;11,115;12,115;13,115;14,115;15,115
D7340 1,35;2,43;3,51;4,60;5,69;6,76;7,84;8,88;9,92;10,93;11,94;12,94;13,94;14,94;15,94
D8140 1,40;2,45;3,50;4,55;5,59;6,64;7,67;8,67;9,66;10,64;11,61;12,61;13,61;14,61;15,61
D8940 1,24;2,23;3,19;4,17;5,15;6,13;7,12;8,11;9,10;10,9;11,9;12,9;13,9;14,9;15,9
D4443 1,70;2,79;3,88;4,93;5,93;6,92;7,89;8,86;9,82;10,78;11,73;12,73;13,73;14,73;15,73
