D1021 1,23;2,24;3,48;4,72;5,92;6,115;7,116;8,118;9,120;10,134;11,140;12,162;13,185;14,201;15,204;16,218;17,240;18,263;19,279;20,284;21,294;22,312;23,319;24,329;25,343;26,369;27,393;28,404;29,405;30,411;31,418;32,421;33,424;34,440;35,458;36,476;37,453;38,439;39,436;40,413;41,387;42,367;43,364;44,344;45,330;46,304;47,301;48,285;49,262;50,238
D1121 1,11;2,39;3,48;4,51;5,55;6,82;7,93;8,109;9,141;10,142;11,164;12,170;13,181;14,190;15,204;16,232;17,254;18,270;19,276;20,290;21,317;22,303;23,297;24,273;25,265;26,248;27,236;28,225;29,208;30,197;31,169;32,150;33,134;34,120;35,109;36,82;37,60;38,28;39,16;40,5;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D1221 1,18;2,33;3,59;4,71;5,92;6,103;7,117;8,131;9,133;10,145;11,173;12,175;13,186;14,207;15,230;16,256;17,278;18,286;19,294;20,319;21,326;22,330;23,331;24,346;25,371;26,389;27,397;28,402;29,413;30,428;31,439;32,432;33,411;34,400;35,372;36,344;37,337;38,333;39,308;40,286;41,275;42,271;43,267;44,263;45,248;46,234;47,212;48,186;49,163;50,162
D1321 1,9;2,25;3,34;4,41;5,66;6,82;7,85;8,101;9,110;10,132;11,141;12,153;13,159;14,177;15,196;16,217;17,242;18,261;19,280;20,307;21,311;22,324;23,351;24,364;25,370;26,395;27,380;28,361;29,345;30,344;31,329;32,316;33,286;34,261;35,240;36,231;37,201;38,198;39,195;40,186;41,158;42,148;43,118;44,115;45,105;46,86;47,83;48,71;49,68;50,65
D1421 1,4;2,10;3,28;4,38;5,41;6,66;7,73;8,98;9,101;10,105;11,115;12,127;13,133;14,151;15,172;16,193;17,196;18,217;19,244;20,263;21,279;22,304;23,305;24,315;25,331;26,349;27,324;28,317;29,310;30,286;31,261;32,231;33,203;34,200;35,179;36,152;37,125;38,107;39,92;40,88;41,76;42,49;43,46;44,34;45,25;46,0;47,0;48,0;49,0;50,0
D1521 1,24;2,27;3,46;4,57;5,69;6,75;7,97;8,103;9,135;10,155;11,182;12,193;13,223;14,226;15,238;16,260;17,276;18,290;19,318;20,343;21,354;22,322;23,319;24,294;25,267;26,237;27,210;28,186;29,169;30,142;31,131;32,112;33,100;34,81;35,70;36,69;37,47;38,27;39,10;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D1621 1,22;2,56;3,71;4,101;5,131;6,161;7,189;8,200;9,213;10,218;11,252;12,258;13,266;14,298;15,332;16,354;17,337;18,303;19,297;20,279;21,247;22,224;23,207;24,187;25,165;26,148;27,126;28,104;29,101;30,98;31,90;32,58;33,30;34,8;35,7;36,4;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D1721 1,16;2,19;3,22;4,28;5,39;6,47;7,50;8,77;9,91;10,119;11,130;12,138;13,144;14,168;15,180;16,200;17,217;18,237;19,262;20,284;21,288;22,287;23,275;24,266;25,250;26,218;27,204;28,182;29,154;30,135;31,132;32,116;33,112;34,108;35,91;36,83;37,59;38,50;39,46;40,19;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D1821 1,3;2,4;3,28;4,46;5,59;6,87;7,97;8,100;9,110;10,135;11,156;12,165;13,195;14,196;15,212;16,225;17,235;18,250;19,269;20,278;21,305;22,315;23,343;24,358;25,368;26,372;27,371;28,352;29,343;30,330;31,326;32,299;33,271;34,253;35,228;36,203;37,188;38,158;39,140;40,136;41,115;42,111;43,86;44,74;45,44;46,22;47,0;48,0;49,0;50,0
D1921 1,32;2,44;3,56;4,65;5,79;6,85;7,88;8,115;9,143;10,165;11,189;12,192;13,217;14,234;15,264;16,286;17,294;18,311;19,320;20,347;21,353;22,329;23,307;24,290;25,273;26,246;27,232;28,224;29,210;30,199;31,195;32,163;33,147;34,127;35,95;36,68;37,56;38,39;39,23;40,9;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2021 1,25;2,53;3,59;4,65;5,73;6,101;7,117;8,147;9,153;10,181;11,185;12,197;13,225;14,250;15,266;16,291;17,311;18,315;19,343;20,346;21,365;22,353;23,344;24,317;25,292;26,276;27,257;28,243;29,213;30,196;31,176;32,157;33,149;34,129;35,109;36,106;37,105;38,81;39,78;40,77;41,71;42,41;43,29;44,5;45,4;46,0;47,0;48,0;49,0;50,0
D2121 1,6;2,24;3,54;4,75;5,100;6,130;7,134;8,146;9,147;10,151;11,176;12,180;13,190;14,200;15,228;16,246;17,268;18,287;19,288;20,292;21,308;22,320;23,330;24,355;25,362;26,371;27,349;28,345;29,339;30,314;31,301;32,283;33,279;34,264;35,240;36,216;37,210;38,200;39,170;40,164;41,137;42,113;43,104;44,89;45,83;46,77;47,52;48,25;49,21;50,0
D2221 1,18;2,32;3,51;4,79;5,93;6,115;7,124;8,150;9,173;10,184;11,196;12,222;13,226;14,233;15,235;16,258;17,283;18,308;19,324;20,326;21,333;22,337;23,344;24,370;25,391;26,405;27,428;28,446;29,453;30,478;31,496;32,485;33,470;34,469;35,447;36,425;37,407;38,379;39,353;40,341;41,315;42,308;43,283;44,267;45,248;46,246;47,221;48,217;49,192;50,185
D2321 1,12;2,40;3,54;4,71;5,98;6,130;7,154;8,176;9,190;10,217;11,234;12,243;13,275;14,283;15,310;16,340;17,346;18,358;19,372;20,394;21,403;22,373;23,353;24,345;25,318;26,286;27,280;28,276;29,260;30,259;31,237;32,225;33,216;34,202;35,178;36,153;37,133;38,114;39,105;40,73;41,43;42,37;43,12;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2421 1,16;2,30;3,33;4,52;5,60;6,71;7,101;8,105;9,129;10,151;11,155;12,169;13,180;14,189;15,195;16,207;17,223;18,231;19,259;20,267;21,286;22,285;23,277;24,273;25,251;26,232;27,224;28,215;29,204;30,193;31,192;32,160;33,148;34,136;35,135;36,126;37,112;38,98;39,87;40,55;41,33;42,30;43,8;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2521 1,15;2,18;3,21;4,55;5,56;6,76;7,87;8,110;9,115;10,149;11,172;12,200;13,218;14,246;15,266;16,272;17,250;18,237;19,217;20,209;21,187;22,174;23,166;24,153;25,152;26,122;27,92;28,60;29,37;30,9;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2621 1,27;2,38;3,72;4,83;5,98;6,128;7,153;8,154;9,157;10,177;11,178;12,210;13,240;14,274;15,280;16,297;17,270;18,252;19,239;20,234;21,206;22,200;23,197;24,175;25,145;26,137;27,115;28,110;29,83;30,61;31,38;32,27;33,5;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2721 1,20;2,37;3,38;4,65;5,77;6,93;7,121;8,124;9,141;10,157;11,165;12,197;13,213;14,217;15,229;16,238;17,244;18,258;19,283;20,289;21,314;22,287;23,278;24,256;25,248;26,229;27,226;28,202;29,177;30,174;31,147;32,127;33,97;34,80;35,63;36,44;37,24;38,2;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D2821 1,1;2,16;3,34;4,48;5,62;6,69;7,95;8,101;9,127;10,147;11,160;12,176;13,177;14,179;15,194;16,218;17,238;18,257;19,267;20,268;21,270;22,279;23,290;24,316;25,329;26,334;27,350;28,361;29,381;30,391;31,414;32,436;33,459;34,470;35,486;36,512;37,489;38,463;39,444;40,433;41,417;42,391;43,390;44,370;45,344;46,335;47,320;48,294;49,287;50,267
D2921 1,6;2,15;3,26;4,51;5,65;6,66;7,93;8,109;9,123;10,145;11,156;12,183;13,205;14,213;15,221;16,230;17,241;18,249;19,260;20,290;21,307;22,291;23,266;24,262;25,237;26,212;27,188;28,160;29,156;30,137;31,120;32,111;33,110;34,104;35,95;36,68;37,43;38,21;39,12;40,8;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3021 1,34;2,51;3,64;4,92;5,109;6,122;7,147;8,148;9,171;10,191;11,213;12,243;13,248;14,282;15,316;16,329;17,312;18,297;19,287;20,270;21,269;22,247;23,239;24,238;25,227;26,214;27,184;28,176;29,144;30,127;31,126;32,115;33,83;34,63;35,57;36,35;37,20;38,2;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3121 1,15;2,31;3,46;4,64;5,87;6,96;7,114;8,126;9,140;10,152;11,171;12,175;13,203;14,231;15,257;16,276;17,278;18,283;19,288;20,302;21,311;22,334;23,339;24,360;25,368;26,384;27,393;28,405;29,424;30,428;31,453;32,438;33,437;34,426;35,404;36,381;37,373;38,348;39,327;40,316;41,301;42,293;43,274;44,252;45,240;46,217;47,191;48,184;49,163;50,148
D3221 1,18;2,43;3,53;4,80;5,107;6,135;7,155;8,156;9,171;10,174;11,196;12,226;13,249;14,250;15,255;16,277;17,267;18,249;19,229;20,201;21,196;22,186;23,178;24,153;25,148;26,128;27,96;28,78;29,50;30,37;31,15;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3321 1,27;2,42;3,59;4,74;5,96;6,102;7,105;8,122;9,132;10,143;11,156;12,176;13,182;14,187;15,198;16,199;17,196;18,162;19,139;20,112;21,80;22,65;23,50;24,42;25,14;26,0;27,0;28,0;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3421 1,13;2,16;3,38;4,45;5,58;6,59;7,65;8,71;9,80;10,110;11,137;12,150;13,160;14,182;15,201;16,231;17,249;18,261;19,274;20,287;21,314;22,329;23,351;24,355;25,370;26,395;27,379;28,364;29,337;30,315;31,297;32,290;33,289;34,261;35,236;36,227;37,197;38,187;39,163;40,144;41,137;42,115;43,96;44,78;45,74;46,50;47,25;48,6;49,0;50,0
D3521 1,24;2,37;3,53;4,72;5,78;6,105;7,127;8,133;9,140;10,170;11,173;12,182;13,186;14,201;15,220;16,223;17,248;18,252;19,261;20,276;21,280;22,287;23,294;24,295;25,319;26,340;27,322;28,321;29,302;30,290;31,271;32,243;33,215;34,212;35,196;36,184;37,169;38,168;39,152;40,128;41,107;42,100;43,73;44,70;45,48;46,42;47,30;48,6;49,0;50,0
D3621 1,27;2,37;3,59;4,91;5,118;6,136;7,144;8,166;9,174;10,182;11,193;12,223;13,255;14,280;15,295;16,305;17,299;18,269;19,235;20,225;21,198;22,193;23,176;24,171;25,160;26,159;27,148;28,137;29,124;30,92;31,79;32,59;33,29;34,12;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3721 1,22;2,40;3,66;4,89;5,109;6,125;7,127;8,150;9,170;10,173;11,196;12,211;13,218;14,227;15,251;16,277;17,283;18,302;19,324;20,331;21,351;22,362;23,385;24,400;25,418;26,432;27,438;28,464;29,487;30,496;31,520;32,538;33,558;34,563;35,570;36,583;37,559;38,558;39,555;40,553;41,535;42,520;43,496;44,485;45,484;46,464;47,457;48,452;49,450;50,424
D3821 1,32;2,47;3,58;4,80;5,90;6,95;7,113;8,140;9,145;10,158;11,163;12,176;13,187;14,215;15,226;16,253;17,231;18,213;19,181;20,176;21,166;22,165;23,142;24,110;25,97;26,82;27,48;28,28;29,11;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3921 1,9;2,16;3,31;4,40;5,47;6,68;7,93;8,96;9,115;10,133;11,152;12,155;13,180;14,208;15,220;16,229;17,238;18,268;19,290;20,296;21,315;22,318;23,333;24,343;25,346;26,358;27,340;28,319;29,294;30,276;31,266;32,239;33,238;34,237;35,228;36,207;37,177;38,150;39,134;40,133;41,117;42,96;43,84;44,56;45,35;46,22;47,15;48,0;49,0;50,0
D4021 1,8;2,13;3,41;4,64;5,66;6,85;7,97;8,113;9,127;10,149;11,168;12,193;13,195;14,204;15,208;16,220;17,241;18,269;19,270;20,284;21,291;22,316;23,341;24,364;25,380;26,384;27,386;28,409;29,425;30,451;31,477;32,466;33,465;34,443;35,427;36,408;37,387;38,371;39,357;40,352;41,331;42,330;43,302;44,284;45,280;46,254;47,247;48,224;49,212;50,198
D4121 1,12;2,20;3,46;4,65;5,91;6,109;7,121;8,132;9,148;10,150;11,166;12,191;13,196;14,204;15,219;16,238;17,259;18,274;19,276;20,304;21,308;22,310;23,338;24,352;25,371;26,399;27,414;28,440;29,442;30,451;31,453;32,442;33,420;34,412;35,400;36,399;37,376;38,371;39,360;40,352;41,337;42,323;43,298;44,297;45,281;46,260;47,237;48,216;49,211;50,195
D4221 1,15;2,25;3,40;4,55;5,68;6,82;7,106;8,121;9,131;10,134;11,152;12,158;13,178;14,194;15,199;16,213;17,229;18,249;19,263;20,278;21,300;22,307;23,310;24,329;25,353;26,366;27,386;28,395;29,396;30,398;31,403;32,410;33,413;34,429;35,445;36,446;37,430;38,423;39,421;40,415;41,395;42,384;43,374;44,354;45,338;46,333;47,332;48,330;49,321;50,318
D4321 1,24;2,27;3,34;4,41;5,47;6,61;7,85;8,99;9,108;10,114;11,117;12,124;13,138;14,157;15,163;16,170;17,177;18,179;19,189;20,203;21,226;22,242;23,262;24,272;25,287;26,307;27,316;28,318;29,331;30,334;31,353;32,360;33,371;34,397;35,400;36,422;37,406;38,390;39,381;40,379;41,363;42,347;43,331;44,316;45,307;46,304;47,291;48,290;49,272;50,257
D4421 1,1;2,17;3,37;4,43;5,49;6,52;7,62;8,73;9,84;10,99;11,114;12,129;13,145;14,169;15,185;16,186;17,202;18,208;19,211;20,224;21,227;22,240;23,246;24,257;25,260;26,274;27,281;28,286;29,302;30,311;31,324;32,340;33,347;34,349;35,367;36,378;37,354;38,341;39,325;40,319;41,300;42,277;43,263;44,244;45,220;46,213;47,198;48,184;49,183;50,173
D4521 1,30;2,58;3,85;4,95;5,113;6,141;7,160;8,170;9,183;10,211;11,221;12,222;13,232;14,247;15,268;16,269;17,299;18,320;19,336;20,358;21,377;22,387;23,394;24,421;25,451;26,464;27,457;28,433;29,411;30,407;31,397;32,370;33,346;34,339;35,317;36,296;37,266;38,253;39,228;40,224;41,206;42,182;43,154;44,130;45,111;46,107;47,101;48,100;49,88;50,75
D4621 1,6;2,30;3,52;4,53;5,59;6,62;7,63;8,79;9,90;10,95;11,109;12,112;13,115;14,116;15,123;16,132;17,134;18,154;19,165;20,172;21,181;22,192;23,206;24,230;25,254;26,261;27,287;28,297;29,306;30,315;31,339;32,354;33,380;34,389;35,407;36,430;37,412;38,398;39,372;40,357;41,347;42,325;43,303;44,300;45,295;46,277;47,266;48,264;49,253;50,230
D4721 1,24;2,50;3,63;4,65;5,79;6,88;7,97;8,119;9,120;10,126;11,140;12,151;13,157;14,170;15,192;16,193;17,200;18,215;19,221;20,234;21,256;22,276;23,302;24,305;25,327;26,334;27,360;28,370;29,376;30,391;31,396;32,405;33,419;34,424;35,439;36,440;37,439;38,420;39,405;40,402;41,396;42,393;43,374;44,361;45,345;46,343;47,320;48,309;49,293;50,287
D4821 1,22;2,45;3,69;4,83;5,102;6,118;7,120;8,131;9,136;10,143;11,150;12,163;13,166;14,182;15,191;16,202;17,208;18,230;19,232;20,248;21,270;22,275;23,277;24,295;25,317;26,327;27,350;28,351;29,365;30,375;31,382;32,405;33,411;34,426;35,437;36,446;37,444;38,433;39,430;40,428;41,410;42,384;43,370;44,350;45,345;46,340;47,335;48,309;49,302;50,292
D4921 1,4;2,28;3,47;4,64;5,72;6,99;7,100;8,108;9,109;10,117;11,118;12,134;13,166;14,185;15,189;16,203;17,215;18,237;19,245;20,261;21,273;22,265;23,251;24,232;25,213;26,199;27,182;28,152;29,140;30,113;31,83;32,63;33,31;34,27;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D1211 1,5;2,10;3,29;4,38;5,43;6,57;7,59;8,72;9,88;10,110;11,115;12,139;13,165;14,188;15,199;16,209;17,235;18,236;19,250;20,264;21,274;22,277;23,284;24,302;25,312;26,336;27,350;28,365;29,375;30,378;31,394;32,409;33,431;34,437;35,453;36,456;37,450;38,428;39,423;40,420;41,418;42,392;43,389;44,365;45,347;46,329;47,311;48,308;49,295;50,277
D2211 1,28;2,29;3,39;4,69;5,74;6,82;7,92;8,100;9,106;10,109;11,115;12,147;13,164;14,174;15,196;16,207;17,190;18,165;19,162;20,130;21,107;22,85;23,79;24,64;25,59;26,48;27,25;28,2;29,0;30,0;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D3211 1,34;2,51;3,78;4,86;5,91;6,94;7,121;8,129;9,159;10,167;11,173;12,198;13,215;14,233;15,251;16,278;17,277;18,262;19,247;20,232;21,207;22,202;23,199;24,171;25,166;26,139;27,114;28,86;29,78;30,73;31,67;32,64;33,58;34,40;35,20;36,5;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D4211 1,18;2,26;3,54;4,62;5,67;6,79;7,107;8,122;9,137;10,163;11,186;12,211;13,212;14,217;15,235;16,236;17,240;18,249;19,251;20,255;21,262;22,263;23,270;24,292;25,301;26,313;27,335;28,339;29,346;30,355;31,376;32,357;33,346;34,337;35,335;36,330;37,326;38,317;39,298;40,289;41,266;42,258;43,240;44,221;45,203;46,192;47,176;48,148;49,143;50,117
D5211 1,1;2,22;3,29;4,57;5,60;6,72;7,87;8,112;9,139;10,169;11,185;12,194;13,213;14,229;15,244;16,254;17,272;18,302;19,314;20,320;21,348;22,354;23,357;24,360;25,378;26,397;27,367;28,357;29,350;30,328;31,315;32,311;33,308;34,304;35,276;36,266;37,262;38,250;39,241;40,240;41,237;42,225;43,219;44,201;45,186;46,176;47,157;48,139;49,111;50,93
D6211 1,27;2,35;3,46;4,59;5,60;6,68;7,86;8,104;9,119;10,146;11,156;12,167;13,194;14,219;15,237;16,242;17,215;18,193;19,165;20,148;21,130;22,124;23,107;24,85;25,68;26,65;27,50;28,47;29,39;30,11;31,0;32,0;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D7211 1,16;2,43;3,73;4,80;5,90;6,91;7,104;8,107;9,134;10,164;11,183;12,210;13,235;14,253;15,265;16,269;17,299;18,312;19,325;20,335;21,356;22,362;23,374;24,396;25,420;26,438;27,416;28,394;29,393;30,369;31,348;32,347;33,328;34,298;35,295;36,274;37,250;38,237;39,219;40,201;41,185;42,167;43,158;44,130;45,115;46,87;47,62;48,58;49,51;50,41
D8211 1,24;2,43;3,45;4,59;5,65;6,91;7,92;8,116;9,125;10,134;11,149;12,159;13,178;14,191;15,211;16,214;17,224;18,242;19,268;20,282;21,297;22,306;23,324;24,338;25,364;26,374;27,397;28,416;29,431;30,449;31,455;32,469;33,476;34,495;35,496;36,514;37,509;38,483;39,473;40,472;41,458;42,448;43,425;44,411;45,397;46,394;47,381;48,371;49,361;50,358
D9211 1,6;2,22;3,29;4,47;5,52;6,57;7,66;8,69;9,95;10,113;11,123;12,126;13,139;14,144;15,168;16,188;17,193;18,196;19,207;20,226;21,233;22,257;23,263;24,269;25,289;26,315;27,320;28,334;29,356;30,367;31,373;32,374;33,379;34,388;35,390;36,412;37,405;38,392;39,391;40,368;41,354;42,344;43,334;44,311;45,298;46,280;47,265;48,249;49,248;50,247
D10211 1,20;2,26;3,39;4,50;5,74;6,97;7,100;8,111;9,137;10,143;11,150;12,173;13,199;14,204;15,213;16,216;17,231;18,242;19,260;20,261;21,281;22,299;23,319;24,338;25,354;26,367;27,387;28,402;29,413;30,428;31,444;32,470;33,486;34,499;35,512;36,525;37,519;38,510;39,494;40,478;41,458;42,447;43,446;44,433;45,410;46,399;47,386;48,385;49,379;50,357
D11211 1,2;2,23;3,49;4,72;5,88;6,92;7,120;8,128;9,151;10,158;11,179;12,200;13,212;14,214;15,229;16,248;17,264;18,287;19,315;20,340;21,341;22,364;23,390;24,409;25,423;26,444;27,469;28,471;29,489;30,511;31,527;32,513;33,497;34,471;35,463;36,459;37,441;38,434;39,430;40,412;41,410;42,408;43,400;44,374;45,351;46,325;47,324;48,315;49,287;50,264
D12211 1,4;2,34;3,54;4,65;5,77;6,97;7,106;8,130;9,131;10,151;11,170;12,182;13,204;14,220;15,228;16,236;17,260;18,280;19,297;20,300;21,328;22,296;23,269;24,247;25,215;26,193;27,168;28,159;29,142;30,139;31,127;32,103;33,73;34,54;35,27;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D13211 1,32;2,51;3,75;4,84;5,109;6,112;7,129;8,161;9,193;10,196;11,208;12,214;13,218;14,240;15,246;16,271;17,290;18,317;19,329;20,354;21,373;22,346;23,338;24,319;25,308;26,304;27,295;28,284;29,265;30,254;31,238;32,208;33,183;34,161;35,134;36,104;37,103;38,83;39,80;40,52;41,27;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D14211 1,2;2,24;3,33;4,52;5,54;6,68;7,78;8,97;9,107;10,120;11,139;12,158;13,177;14,200;15,222;16,227;17,232;18,252;19,270;20,294;21,307;22,313;23,323;24,328;25,335;26,348;27,374;28,377;29,392;30,418;31,433;32,449;33,459;34,465;35,472;36,481;37,471;38,453;39,433;40,431;41,420;42,418;43,402;44,395;45,375;46,361;47,338;48,333;49,324;50,318
D15211 1,19;2,40;3,65;4,73;5,89;6,94;7,95;8,104;9,109;10,130;11,144;12,165;13,172;14,186;15,205;16,227;17,252;18,280;19,305;20,312;21,337;22,355;23,362;24,377;25,405;26,409;27,423;28,431;29,442;30,467;31,478;32,452;33,436;34,428;35,421;36,395;37,370;38,347;39,324;40,317;41,313;42,302;43,280;44,268;45,243;46,241;47,230;48,218;49,209;50,181
D16211 1,12;2,29;3,32;4,36;5,40;6,70;7,73;8,105;9,119;10,125;11,150;12,175;13,197;14,203;15,209;16,218;17,227;18,236;19,258;20,283;21,286;22,283;23,263;24,238;25,230;26,226;27,223;28,214;29,187;30,160;31,140;32,129;33,101;34,89;35,80;36,52;37,43;38,21;39,1;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0
D17211 1,13;2,19;3,32;4,60;5,82;6,98;7,110;8,134;9,162;10,174;11,189;12,214;13,233;14,245;15,248;16,261;17,265;18,290;19,318;20,339;21,358;22,371;23,378;24,396;25,399;26,417;27,401;28,395;29,379;30,358;31,333;32,320;33,308;34,278;35,272;36,245;37,239;38,220;39,214;40,187;41,181;42,171;43,149;44,134;45,109;46,97;47,90;48,65;49,52;50,37
D18211 1,6;2,10;3,17;4,39;5,61;6,65;7,84;8,106;9,109;10,118;11,127;12,149;13,173;14,176;15,182;16,206;17,225;18,238;19,244;20,257;21,275;22,303;23,330;24,358;25,380;26,386;27,356;28,350;29,346;30,345;31,342;32,333;33,314;34,284;35,275;36,245;37,221;38,193;39,166;40,153;41,129;42,126;43,120;44,119;45,101;46,100;47,79;48,67;49,60;50,30
