D2612 1,14;2,20;3,38;4,52;5,68;6,81;7,87;8,100;9,111;10,116;11,132;12,145;13,158;14,159;15,172;16,181;17,183;18,173;19,164;20,163;21,144;22,121;23,107;24,93
D3912 1,28;2,47;3,79;4,88;5,100;6,117;7,139;8,155;9,161;10,188;11,161;12,157;13,138;14,135;15,116;16,104;17,72;18,64;19,53;20,29;21,1;22,0;23,0;24,0
D5212 1,13;2,24;3,47;4,52;5,71;6,95;7,105;8,123;9,133;10,149;11,154;12,176;13,198;14,208;15,210;16,224;17,234;18,223;19,208;20,186;21,175;22,172;23,163;24,153
D6512 1,1;2,16;3,38;4,44;5,59;6,85;7,92;8,115;9,122;10,144;11,160;12,170;13,193;14,199;15,218;16,229;17,236;18,223;19,213;20,212;21,205;22,182;23,159;24,141
D7812 1,2;2,22;3,28;4,35;5,46;6,47;7,63;8,83;9,85;10,94;11,108;12,130;13,135;14,151;15,174;16,198;17,224;18,218;19,209;20,200;21,198;22,192;23,185;24,159
D9112 1,32;2,54;3,63;4,67;5,91;6,113;7,124;8,136;9,168;10,180;11,176;12,154;13,127;14,99;15,85;16,68;17,46;18,30;19,22;20,11;21,0;22,0;23,0;24,0
D10412 1,21;2,40;3,52;4,66;5,82;6,87;7,113;8,122;9,141;10,146;11,164;12,182;13,200;14,218;15,230;16,228;17,200;18,193;19,171;20,164;21,146;22,128;23,113;24,85
D11712 1,11;2,37;3,47;4,57;5,64;6,69;7,83;8,93;9,119;10,145;11,155;12,156;13,182;14,187;15,202;16,204;17,217;18,194;19,180;20,178;21,177;22,164;23,140;24,124
D13012 1,10;2,40;3,68;4,77;5,83;6,90;7,114;8,127;9,145;10,149;11,179;12,207;13,232;14,210;15,189;16,170;17,155;18,130;19,114;20,101;21,88;22,75;23,57;24,42
D14312 1,11;2,39;3,54;4,73;5,98;6,112;7,133;8,144;9,149;10,174;11,175;12,203;13,205;14,213;15,215;16,214;17,210;18,184;19,183;20,174;21,151;22,126;23,124;24,117
D15612 1,15;2,28;3,46;4,49;5,72;6,82;7,87;8,95;9,84;10,59;11,49;12,39;13,24;14,6;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D16912 1,19;2,37;3,52;4,68;5,75;6,76;7,96;8,105;9,110;10,112;11,136;12,151;13,167;14,173;15,186;16,191;17,210;18,200;19,177;20,164;21,159;22,135;23,132;24,129
D18212 1,1;2,16;3,22;4,39;5,54;6,69;7,96;8,123;9,100;10,73;11,72;12,55;13,33;14,6;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D19512 1,13;2,18;3,31;4,46;5,62;6,63;7,77;8,79;9,105;10,112;11,125;12,139;13,154;14,157;15,168;16,169;17,192;18,170;19,169;20,166;21,160;22,145;23,136;24,112
D20812 1,18;2,33;3,42;4,49;5,53;6,56;7,57;8,61;9,62;10,68;11,78;12,102;13,117;14,90;15,63;16,36;17,8;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D22112 1,24;2,38;3,41;4,58;5,61;6,85;7,115;8,135;9,146;10,173;11,143;12,127;13,119;14,118;15,101;16,71;17,43;18,18;19,2;20,0;21,0;22,0;23,0;24,0
D23412 1,17;2,34;3,58;4,75;5,84;6,100;7,127;8,144;9,171;10,172;11,161;12,153;13,145;14,117;15,98;16,90;17,79;18,71;19,60;20,46;21,30;22,0;23,0;24,0
D24712 1,12;2,37;3,50;4,63;5,72;6,78;7,103;8,121;9,130;10,139;11,146;12,150;13,165;14,156;15,144;16,117;17,96;18,74;19,64;20,61;21,46;22,25;23,24;24,5
D26012 1,14;2,20;3,40;4,57;5,58;6,80;7,107;8,116;9,122;10,126;11,109;12,103;13,84;14,73;15,48;16,45;17,44;18,28;19,16;20,0;21,0;22,0;23,0;24,0
D2423 1,27;2,43;3,51;4,65;5,69;6,91;7,118;8,126;9,132;10,133;11,117;12,114;13,113;14,81;15,67;16,58;17,52;18,43;19,23;20,0;21,0;22,0;23,0;24,0
D3723 1,2;2,24;3,49;4,67;5,75;6,91;7,96;8,100;9,112;10,119;11,124;12,136;13,148;14,162;15,169;16,150;17,122;18,94;19,78;20,66;21,59;22,48;23,39;24,18
D5023 1,9;2,20;3,36;4,62;5,73;6,75;7,94;8,108;9,119;10,121;11,130;12,139;13,141;14,167;15,168;16,174;17,181;18,170;19,164;20,153;21,146;22,143;23,129;24,111
D6323 1,9;2,27;3,53;4,69;5,92;6,100;7,125;8,137;9,163;10,177;11,178;12,194;13,196;14,217;15,238;16,210;17,196;18,191;19,184;20,158;21,157;22,141;23,129;24,127
D7623 1,16;2,30;3,44;4,63;5,64;6,94;7,114;8,128;9,129;10,132;11,113;12,97;13,73;14,64;15,56;16,24;17,15;18,11;19,0;20,0;21,0;22,0;23,0;24,0
D8923 1,6;2,31;3,36;4,61;5,79;6,89;7,94;8,95;9,78;10,48;11,14;12,0;13,0;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D10223 1,19;2,46;3,50;4,72;5,81;6,111;7,127;8,155;9,183;10,197;11,177;12,161;13,149;14,121;15,97;16,75;17,67;18,40;19,20;20,17;21,0;22,0;23,0;24,0
D11523 1,26;2,45;3,67;4,82;5,110;6,117;7,135;8,154;9,163;10,167;11,182;12,196;13,208;14,212;15,235;16,210;17,198;18,184;19,183;20,174;21,152;22,131;23,119;24,97
D12823 1,12;2,24;3,39;4,57;5,71;6,97;7,125;8,150;9,157;10,171;11,197;12,204;13,226;14,242;15,261;16,236;17,227;18,215;19,211;20,183;21,178;22,176;23,148;24,132
D14123 1,13;2,18;3,19;4,29;5,42;6,74;7,94;8,128;9,106;10,103;11,93;12,82;13,57;14,37;15,15;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D15423 1,6;2,9;3,33;4,55;5,56;6,78;7,90;8,111;9,126;10,145;11,175;12,187;13,199;14,198;15,194;16,175;17,168;18,162;19,140;20,131;21,113;22,85;23,69;24,68
D16723 1,11;2,13;3,31;4,54;5,70;6,93;7,119;8,133;9,155;10,179;11,186;12,206;13,221;14,222;15,241;16,242;17,248;18,228;19,210;20,194;21,179;22,160;23,141;24,125
D18023 1,9;2,27;3,31;4,34;5,40;6,50;7,69;8,87;9,112;10,142;11,172;12,196;13,202;14,180;15,173;16,170;17,142;18,135;19,113;20,103;21,90;22,68;23,59;24,43
D19323 1,30;2,45;3,69;4,72;5,87;6,93;7,105;8,126;9,139;10,167;11,192;12,193;13,205;14,190;15,184;16,154;17,139;18,132;19,117;20,111;21,96;22,68;23,47;24,44
D20623 1,7;2,29;3,42;4,60;5,70;6,75;7,84;8,87;9,106;10,107;11,112;12,121;13,132;14,142;15,165;16,176;17,186;18,166;19,152;20,138;21,119;22,113;23,87;24,65
D21923 1,17;2,47;3,66;4,83;5,99;6,108;7,130;8,134;9,148;10,167;11,158;12,128;13,119;14,111;15,99;16,98;17,74;18,46;19,34;20,4;21,0;22,0;23,0;24,0
D23223 1,25;2,29;3,57;4,68;5,76;6,103;7,128;8,137;9,157;10,163;11,160;12,132;13,129;14,101;15,93;16,65;17,46;18,43;19,24;20,0;21,0;22,0;23,0;24,0
D24523 1,2;2,27;3,45;4,67;5,81;6,107;7,116;8,132;9,151;10,158;11,176;12,202;13,204;14,225;15,237;16,218;17,207;18,193;19,171;20,150;21,131;22,120;23,101;24,75
D25823 1,32;2,59;3,89;4,100;5,112;6,137;7,143;8,149;9,163;10,169;11,147;12,115;13,109;14,95;15,78;16,48;17,32;18,16;19,0;20,0;21,0;22,0;23,0;24,0
D27123 1,20;2,25;3,55;4,60;5,88;6,122;7,123;8,155;9,152;10,122;11,94;12,62;13,47;14,36;15,30;16,7;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D3534 1,24;2,46;3,76;4,104;5,108;6,133;7,157;8,181;9,193;10,204;11,172;12,150;13,120;14,109;15,84;16,73;17,54;18,38;19,8;20,0;21,0;22,0;23,0;24,0
D4834 1,3;2,31;3,56;4,62;5,92;6,103;7,137;8,155;9,130;10,113;11,110;12,104;13,87;14,53;15,48;16,40;17,13;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D6134 1,12;2,28;3,53;4,70;5,87;6,90;7,120;8,139;9,164;10,167;11,135;12,127;13,97;14,73;15,41;16,17;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D7434 1,9;2,21;3,53;4,80;5,108;6,122;7,150;8,170;9,197;10,203;11,173;12,164;13,134;14,110;15,88;16,85;17,69;18,68;19,62;20,56;21,47;22,25;23,14;24,0
D8734 1,11;2,35;3,46;4,57;5,76;6,95;7,96;8,122;9,137;10,163;11,187;12,211;13,231;14,241;15,242;16,249;17,255;18,241;19,238;20,235;21,225;22,219;23,206;24,182
D10034 1,15;2,33;3,50;4,56;5,86;6,108;7,138;8,143;9,132;10,121;11,116;12,101;13,71;14,56;15,22;16,19;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D11334 1,32;2,52;3,55;4,87;5,91;6,108;7,133;8,158;9,186;10,213;11,191;12,182;13,170;14,151;15,148;16,129;17,128;18,119;19,95;20,63;21,36;22,9;23,0;24,0
D12634 1,10;2,25;3,36;4,56;5,86;6,92;7,117;8,128;9,96;10,91;11,90;12,85;13,67;14,66;15,41;16,35;17,20;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D13934 1,16;2,38;3,45;4,56;5,82;6,83;7,93;8,106;9,113;10,127;11,146;12,157;13,160;14,163;15,170;16,177;17,186;18,171;19,161;20,155;21,140;22,114;23,94;24,78
D15234 1,9;2,28;3,32;4,62;5,92;6,93;7,112;8,115;9,129;10,140;11,132;12,112;13,87;14,81;15,65;16,57;17,51;18,34;19,10;20,0;21,0;22,0;23,0;24,0
D16534 1,20;2,52;3,84;4,92;5,102;6,105;7,122;8,137;9,115;10,107;11,87;12,70;13,57;14,29;15,23;16,17;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D17834 1,20;2,43;3,63;4,85;5,112;6,129;7,140;8,170;9,164;10,136;11,130;12,113;13,98;14,78;15,75;16,55;17,21;18,4;19,0;20,0;21,0;22,0;23,0;24,0
D19134 1,10;2,33;3,56;4,76;5,87;6,89;7,99;8,119;9,142;10,151;11,156;12,180;13,202;14,208;15,218;16,244;17,260;18,240;19,231;20,205;21,187;22,174;23,167;24,164
D20434 1,2;2,21;3,26;4,37;5,50;6,59;7,85;8,107;9,109;10,124;11,147;12,173;13,195;14,209;15,215;16,221;17,222;18,204;19,185;20,182;21,166;22,155;23,153;24,127
D21734 1,14;2,37;3,60;4,75;5,77;6,86;7,94;8,102;9,121;10,136;11,157;12,178;13,196;14,203;15,214;16,186;17,171;18,150;19,149;20,147;21,139;22,114;23,106;24,87
D23034 1,15;2,30;3,49;4,62;5,69;6,88;7,98;8,120;9,145;10,172;11,200;12,219;13,231;14,209;15,200;16,170;17,160;18,132;19,111;20,104;21,80;22,50;23,22;24,18
D24334 1,14;2,33;3,60;4,90;5,106;6,112;7,120;8,136;9,156;10,181;11,177;12,147;13,139;14,114;15,98;16,82;17,78;18,48;19,28;20,20;21,19;22,0;23,0;24,0
D25634 1,12;2,28;3,42;4,70;5,76;6,77;7,93;8,102;9,110;10,121;11,120;12,93;13,73;14,62;15,43;16,34;17,12;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D26934 1,8;2,25;3,33;4,45;5,56;6,70;7,98;8,106;9,120;10,139;11,122;12,116;13,112;14,87;15,70;16,50;17,46;18,34;19,20;20,4;21,0;22,0;23,0;24,0
D28234 1,22;2,44;3,61;4,69;5,74;6,75;7,98;8,99;9,91;10,57;11,40;12,22;13,11;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D4645 1,26;2,34;3,60;4,83;5,104;6,127;7,132;8,140;9,166;10,167;11,174;12,188;13,197;14,212;15,231;16,224;17,198;18,191;19,176;20,150;21,129;22,101;23,73;24,71
D5945 1,25;2,50;3,84;4,95;5,103;6,116;7,124;8,139;9,128;10,113;11,85;12,51;13,21;14,3;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D7245 1,7;2,29;3,50;4,52;5,60;6,82;7,89;8,115;9,133;10,149;11,172;12,176;13,191;14,206;15,227;16,218;17,204;18,185;19,178;20,166;21,158;22,147;23,128;24,120
D8545 1,18;2,31;3,53;4,57;5,64;6,70;7,79;8,107;9,117;10,121;11,149;12,152;13,171;14,165;15,152;16,137;17,113;18,103;19,79;20,66;21,63;22,35;23,29;24,1
D9845 1,13;2,22;3,38;4,41;5,65;6,89;7,90;8,109;9,114;10,130;11,135;12,140;13,142;14,164;15,190;16,206;17,222;18,203;19,196;20,189;21,170;22,165;23,151;24,149
D11145 1,24;2,46;3,64;4,65;5,92;6,122;7,149;8,176;9,200;10,206;11,212;12,231;13,261;14,258;15,242;16,235;17,223;18,196;19,168;20,167;21,158;22,137;23,125;24,109
D12445 1,28;2,51;3,66;4,82;5,98;6,119;7,133;8,142;9,161;10,170;11,196;12,210;13,231;14,250;15,268;16,254;17,226;18,218;19,217;20,189;21,166;22,147;23,138;24,119
D13745 1,15;2,27;3,37;4,40;5,68;6,84;7,114;8,118;9,137;10,161;11,167;12,192;13,210;14,188;15,166;16,165;17,164;18,134;19,115;20,90;21,68;22,41;23,16;24,15
D15045 1,18;2,40;3,59;4,62;5,81;6,88;7,101;8,103;9,119;10,121;11,144;12,149;13,151;14,162;15,165;16,178;17,200;18,181;19,163;20,160;21,134;22,110;23,94;24,87
D16345 1,5;2,21;3,22;4,31;5,52;6,53;7,71;8,83;9,97;10,115;11,136;12,141;13,145;14,163;15,179;16,167;17,141;18,120;19,102;20,98;21,97;22,95;23,80;24,61
D17645 1,19;2,30;3,41;4,52;5,53;6,76;7,85;8,108;9,115;10,124;11,142;12,164;13,170;14,194;15,212;16,232;17,250;18,249;19,230;20,220;21,205;22,200;23,194;24,188
D18945 1,16;2,17;3,39;4,58;5,82;6,88;7,110;8,134;9,139;10,161;11,180;12,185;13,188;14,203;15,208;16,215;17,235;18,209;19,186;20,160;21,144;22,125;23,107;24,84
D20245 1,15;2,45;3,73;4,96;5,111;6,114;7,148;8,173;9,167;10,140;11,122;12,102;13,80;14,48;15,20;16,19;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D21545 1,8;2,33;3,38;4,57;5,72;6,79;7,93;8,95;9,104;10,115;11,136;12,145;13,156;14,172;15,194;16,185;17,157;18,142;19,135;20,127;21,108;22,94;23,68;24,57
D22845 1,9;2,34;3,48;4,52;5,79;6,91;7,97;8,129;9,161;10,165;11,135;12,129;13,102;14,72;15,40;16,12;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D24145 1,30;2,41;3,57;4,79;5,99;6,108;7,133;8,136;9,156;10,183;11,153;12,131;13,117;14,95;15,67;16,61;17,52;18,41;19,32;20,24;21,0;22,0;23,0;24,0
D25445 1,28;2,44;3,49;4,54;5,82;6,89;7,111;8,123;9,135;10,156;11,168;12,179;13,193;14,198;15,221;16,200;17,174;18,166;19,154;20,142;21,135;22,127;23,105;24,97
D26745 1,25;2,49;3,70;4,86;5,110;6,116;7,144;8,156;9,169;10,187;11,202;12,203;13,209;14,206;15,188;16,167;17,149;18,137;19,134;20,130;21,103;22,75;23,48;24,18
D28045 1,28;2,47;3,63;4,81;5,85;6,104;7,126;8,145;9,152;10,175;11,186;12,202;13,218;14,234;15,241;16,234;17,227;18,211;19,188;20,177;21,173;22,166;23,162;24,160
D29345 1,16;2,44;3,63;4,77;5,79;6,84;7,103;8,131;9,152;10,167;11,189;12,211;13,219;14,234;15,252;16,245;17,222;18,217;19,198;20,175;21,170;22,169;23,153;24,146
D5756 1,4;2,16;3,32;4,60;5,61;6,88;7,91;8,107;9,119;10,122;11,119;12,97;13,83;14,71;15,44;16,16;17,13;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D7056 1,8;2,34;3,52;4,80;5,106;6,118;7,139;8,155;9,169;10,184;11,205;12,210;13,236;14,245;15,267;16,244;17,237;18,228;19,206;20,197;21,190;22,162;23,154;24,126
D8356 1,21;2,31;3,50;4,74;5,83;6,99;7,102;8,117;9,141;10,171;11,198;12,210;13,240;14,215;15,203;16,202;17,178;18,163;19,139;20,118;21,114;22,96;23,81;24,66
D9656 1,18;2,36;3,54;4,76;5,86;6,92;7,114;8,136;9,104;10,103;11,71;12,66;13,48;14,35;15,25;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D10956 1,34;2,62;3,67;4,85;5,112;6,130;7,160;8,194;9,191;10,173;11,139;12,109;13,106;14,100;15,68;16,41;17,11;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D12256 1,1;2,9;3,31;4,36;5,50;6,66;7,94;8,95;9,96;10,115;11,140;12,158;13,186;14,214;15,218;16,200;17,195;18,184;19,159;20,137;21,136;22,129;23,101;24,89
D13556 1,23;2,26;3,48;4,70;5,80;6,83;7,108;8,140;9,113;10,79;11,69;12,63;13,50;14,44;15,10;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D14856 1,27;2,61;3,95;4,103;5,116;6,144;7,174;8,201;9,179;10,176;11,173;12,141;13,130;14,125;15,100;16,89;17,88;18,60;19,47;20,34;21,19;22,0;23,0;24,0
D16156 1,16;2,28;3,46;4,61;5,76;6,94;7,115;8,131;9,143;10,164;11,182;12,189;13,201;14,173;15,158;16,133;17,127;18,105;19,80;20,77;21,70;22,66;23,59;24,53
D17456 1,23;2,37;3,65;4,83;5,101;6,122;7,123;8,131;9,147;10,152;11,180;12,184;13,188;14,204;15,208;16,189;17,173;18,150;19,145;20,124;21,123;22,119;23,108;24,92
D18756 1,10;2,32;3,53;4,59;5,60;6,88;7,94;8,121;9,130;10,142;11,154;12,157;13,172;14,156;15,141;16,113;17,92;18,73;19,46;20,37;21,33;22,15;23,0;24,0
D20056 1,24;2,49;3,53;4,59;5,65;6,68;7,84;8,109;9,121;10,153;11,144;12,140;13,121;14,105;15,97;16,69;17,52;18,38;19,11;20,0;21,0;22,0;23,0;24,0
D21356 1,20;2,28;3,43;4,66;5,89;6,106;7,114;8,134;9,100;10,68;11,53;12,31;13,13;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D22656 1,22;2,28;3,51;4,74;5,97;6,115;7,124;8,126;9,127;10,132;11,150;12,151;13,153;14,167;15,173;16,179;17,195;18,175;19,174;20,165;21,145;22,140;23,131;24,107
D23956 1,1;2,10;3,33;4,38;5,53;6,66;7,82;8,88;9,89;10,94;11,112;12,119;13,133;14,156;15,169;16,191;17,205;18,195;19,193;20,180;21,154;22,128;23,108;24,99
D25256 1,6;2,12;3,30;4,45;5,55;6,62;7,90;8,114;9,141;10,163;11,182;12,197;13,200;14,184;15,172;16,153;17,134;18,128;19,119;20,97;21,72;22,69;23,50;24,38
D26556 1,9;2,18;3,34;4,56;5,75;6,92;7,112;8,121;9,129;10,138;11,126;12,110;13,93;14,74;15,42;16,15;17,3;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D27856 1,15;2,33;3,44;4,67;5,73;6,83;7,101;8,112;9,131;10,150;11,161;12,183;13,203;14,204;15,230;16,235;17,241;18,238;19,231;20,220;21,200;22,177;23,154;24,136
D29156 1,34;2,68;3,93;4,111;5,128;6,158;7,190;8,220;9,212;10,187;11,182;12,169;13,139;14,116;15,105;16,73;17,58;18,41;19,23;20,0;21,0;22,0;23,0;24,0
D30456 1,5;2,27;3,37;4,65;5,75;6,81;7,96;8,106;9,79;10,73;11,62;12,54;13,46;14,43;15,18;16,10;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D6867 1,32;2,55;3,60;4,88;5,91;6,101;7,106;8,129;9,123;10,93;11,85;12,62;13,34;14,7;15,0;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D8167 1,6;2,31;3,58;4,67;5,70;6,81;7,101;8,131;9,158;10,186;11,158;12,142;13,134;14,107;15,93;16,71;17,41;18,29;19,25;20,14;21,0;22,0;23,0;24,0
D9467 1,2;2,3;3,14;4,35;5,47;6,72;7,84;8,96;9,97;10,104;11,108;12,117;13,139;14,150;15,159;16,143;17,125;18,124;19,113;20,105;21,79;22,54;23,38;24,13
D10767 1,11;2,41;3,42;4,72;5,97;6,112;7,137;8,171;9,148;10,145;11,134;12,123;13,95;14,75;15,57;16,27;17,7;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D12067 1,19;2,30;3,54;4,81;5,85;6,99;7,108;8,125;9,150;10,162;11,158;12,133;13,117;14,116;15,112;16,108;17,105;18,101;19,97;20,80;21,63;22,57;23,25;24,0
D13367 1,15;2,20;3,33;4,53;5,62;6,76;7,85;8,91;9,93;10,94;11,116;12,132;13,154;14,169;15,193;16,212;17,226;18,223;19,209;20,187;21,167;22,164;23,140;24,135
D14667 1,22;2,42;3,64;4,65;5,71;6,76;7,84;8,111;9,91;10,74;11,52;12,25;13,22;14,19;15,16;16,8;17,7;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D15967 1,8;2,23;3,28;4,38;5,55;6,63;7,95;8,129;9,101;10,96;11,66;12,58;13,50;14,30;15,29;16,2;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D17267 1,27;2,57;3,75;4,85;5,112;6,132;7,149;8,183;9,168;10,167;11,159;12,125;13,91;14,68;15,38;16,4;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D18567 1,7;2,29;3,44;4,57;5,64;6,79;7,85;8,105;9,115;10,117;11,119;12,125;13,145;14,152;15,178;16,185;17,195;18,182;19,180;20,164;21,159;22,137;23,111;24,97
D19867 1,7;2,19;3,26;4,38;5,66;6,91;7,98;8,102;9,109;10,130;11,131;12,152;13,167;14,152;15,124;16,102;17,93;18,68;19,59;20,35;21,10;22,0;23,0;24,0
D21167 1,19;2,36;3,64;4,70;5,100;6,108;7,114;8,115;9,119;10,127;11,105;12,104;13,96;14,80;15,53;16,28;17,27;18,13;19,0;20,0;21,0;22,0;23,0;24,0
D22467 1,17;2,35;3,40;4,68;5,81;6,106;7,116;8,134;9,114;10,91;11,80;12,55;13,54;14,34;15,9;16,0;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D23767 1,16;2,25;3,32;4,51;5,75;6,85;7,97;8,118;9,125;10,144;11,168;12,190;13,206;14,188;15,158;16,128;17,103;18,97;19,73;20,46;21,42;22,33;23,27;24,18
D25067 1,9;2,13;3,25;4,53;5,81;6,97;7,120;8,128;9,151;10,172;11,179;12,181;13,203;14,214;15,215;16,200;17,174;18,163;19,159;20,133;21,118;22,90;23,85;24,74
D26367 1,10;2,37;3,50;4,58;5,86;6,118;7,150;8,182;9,159;10,156;11,128;12,100;13,70;14,60;15,28;16,15;17,14;18,13;19,0;20,0;21,0;22,0;23,0;24,0
D27667 1,28;2,60;3,75;4,93;5,96;6,116;7,129;8,135;9,115;10,107;11,92;12,67;13,33;14,18;15,15;16,2;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D28967 1,11;2,12;3,18;4,38;5,63;6,69;7,86;8,103;9,120;10,136;11,116;12,86;13,61;14,37;15,26;16,1;17,0;18,0;19,0;20,0;21,0;22,0;23,0;24,0
D30267 1,16;2,29;3,39;4,45;5,64;6,66;7,86;8,104;9,128;10,151;11,167;12,178;13,201;14,219;15,234;16,252;17,259;18,252;19,249;20,246;21,241;22,231;23,222;24,213
