D109 1,16;2,36;3,66;4,75;5,83;6,97;7,113;8,135;9,163;10,182;11,199;12,210;13,242;14,248;15,268;16,277;17,283;18,286;19,294;20,318;21,338;22,344;23,363;24,388;25,416;26,394;27,377;28,374;29,370;30,361;31,337;32,307;33,304;34,277;35,247;36,223;37,214;38,205;39,204;40,172;41,161;42,141;43,137;44,105;45,89;46,61;47,49;48,29;49,7;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D139 1,7;2,10;3,17;4,33;5,52;6,67;7,79;8,86;9,101;10,126;11,145;12,146;13,152;14,182;15,188;16,198;17,223;18,235;19,238;20,241;21,266;22,276;23,298;24,316;25,325;26,328;27,356;28,362;29,374;30,402;31,411;32,408;33,402;34,387;35,384;36,359;37,355;38,342;39,327;40,311;41,284;42,269;43,251;44,223;45,193;46,192;47,170;48,160;49,142;50,121;51,97;52,96;53,89;54,73;55,51;56,35;57,28;58,1;59,0;60,0
D169 1,6;2,13;3,35;4,58;5,76;6,87;7,94;8,99;9,121;10,122;11,144;12,160;13,184;14,185;15,205;16,216;17,223;18,245;19,246;20,265;21,284;22,303;23,306;24,311;25,312;26,322;27,333;28,355;29,368;30,373;31,396;32,412;33,414;34,436;35,443;36,462;37,468;38,491;39,505;40,512;41,518;42,540;43,555;44,537;45,530;46,508;47,499;48,475;49,466;50,464;51,451;52,449;53,430;54,421;55,420;56,404;57,394;58,371;59,364;60,354
D199 1,22;2,33;3,34;4,45;5,46;6,68;7,73;8,93;9,113;10,122;11,127;12,128;13,139;14,145;15,169;16,187;17,209;18,229;19,235;20,257;21,270;22,296;23,318;24,324;25,330;26,331;27,353;28,368;29,378;30,387;31,406;32,424;33,427;34,436;35,441;36,459;37,485;38,496;39,507;40,533;41,555;42,568;43,573;44,551;45,528;46,502;47,487;48,482;49,462;50,456;51,447;52,432;53,425;54,424;55,401;56,396;57,373;58,363;59,350;60,341
D229 1,13;2,40;3,72;4,80;5,114;6,132;7,138;8,155;9,175;10,202;11,219;12,224;13,241;14,251;15,281;16,286;17,320;18,338;19,366;20,334;21,321;22,303;23,280;24,257;25,227;26,207;27,185;28,172;29,142;30,129;31,126;32,115;33,81;34,64;35,51;36,28;37,20;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D1413 1,30;2,35;3,57;4,58;5,73;6,107;7,113;8,130;9,164;10,172;11,180;12,188;13,222;14,254;15,264;16,287;17,304;18,338;19,344;20,310;21,280;22,270;23,257;24,235;25,212;26,204;27,187;28,160;29,159;30,151;31,134;32,100;33,92;34,70;35,52;36,49;37,19;38,18;39,3;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D1713 1,15;2,30;3,49;4,54;5,63;6,71;7,75;8,94;9,110;10,125;11,147;12,161;13,189;14,198;15,220;16,224;17,238;18,261;19,266;20,273;21,292;22,314;23,326;24,331;25,345;26,364;27,365;28,369;29,370;30,384;31,389;32,408;33,410;34,426;35,445;36,457;37,461;38,445;39,423;40,421;41,417;42,391;43,379;44,375;45,356;46,344;47,328;48,323;49,308;50,303;51,298;52,283;53,261;54,246;55,242;56,224;57,216;58,204;59,193;60,168
D2013 1,20;2,46;3,68;4,73;5,92;6,115;7,120;8,134;9,154;10,170;11,179;12,203;13,206;14,219;15,228;16,239;17,262;18,280;19,286;20,297;21,302;22,325;23,345;24,359;25,362;26,386;27,389;28,404;29,427;30,446;31,469;32,483;33,489;34,512;35,534;36,540;37,546;38,572;39,595;40,611;41,635;42,654;43,657;44,643;45,637;46,631;47,609;48,589;49,582;50,571;51,570;52,568;53,553;54,539;55,529;56,523;57,497;58,478;59,476;60,450
D2313 1,3;2,30;3,42;4,53;5,57;6,65;7,85;8,107;9,126;10,154;11,181;12,195;13,219;14,246;15,258;16,270;17,286;18,289;19,303;20,331;21,343;22,346;23,352;24,360;25,374;26,373;27,372;28,371;29,357;30,333;31,306;32,290;33,284;34,256;35,229;36,204;37,184;38,173;39,167;40,147;41,133;42,124;43,102;44,80;45,50;46,42;47,31;48,7;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D2613 1,25;2,50;3,54;4,73;5,74;6,82;7,107;8,128;9,142;10,143;11,165;12,191;13,219;14,247;15,266;16,282;17,286;18,309;19,327;20,350;21,352;22,367;23,378;24,386;25,402;26,428;27,453;28,461;29,475;30,496;31,518;32,541;33,566;34,584;35,602;36,618;37,622;38,599;39,580;40,569;41,568;42,567;43,549;44,523;45,512;46,503;47,485;48,476;49,458;50,439;51,432;52,420;53,408;54,396;55,381;56,356;57,347;58,331;59,327;60,299
