D511 1,4;2,31;3,46;4,52;5,56;6,68;7,93;8,115;9,133;10,146;11,168;12,174;13,187;14,196;15,211;16,224;17,237;18,247;19,268;20,295;21,307;22,332;23,362;24,383;25,408;26,417;27,445;28,464;29,492;30,505;31,515;32,505;33,484;34,459;35,437;36,433;37,418;38,388;39,378;40,356;41,352;42,339;43,323;44,301;45,291;46,264;47,248;48,223;49,216;50,204;51,176;52,160;53,139;54,114;55,110;56,80;57,58;58,46;59,45;60,18
D561 1,27;2,34;3,56;4,74;5,75;6,105;7,106;8,121;9,134;10,149;11,170;12,174;13,204;14,232;15,256;16,268;17,275;18,302;19,320;20,333;21,343;22,353;23,374;24,386;25,407;26,425;27,444;28,451;29,455;30,474;31,502;32,490;33,481;34,472;35,466;36,459;37,431;38,421;39,409;40,385;41,382;42,352;43,330;44,312;45,282;46,270;47,255;48,230;49,208;50,183;51,161;52,146;53,131;54,128;55,113;56,97;57,87;58,83;59,73;60,61
D611 1,11;2,35;3,49;4,67;5,81;6,101;7,103;8,122;9,141;10,167;11,173;12,193;13,216;14,231;15,240;16,259;17,272;18,281;19,299;20,309;21,329;22,349;23,354;24,356;25,370;26,389;27,400;28,423;29,441;30,454;31,459;32,464;33,486;34,493;35,508;36,530;37,554;38,560;39,583;40,601;41,627;42,634;43,636;44,629;45,616;46,596;47,591;48,582;49,569;50,568;51,545;52,530;53,511;54,508;55,493;56,479;57,466;58,464;59,445;60,438
D661 1,3;2,25;3,36;4,56;5,62;6,84;7,97;8,98;9,107;10,133;11,138;12,144;13,159;14,162;15,171;16,189;17,195;18,202;19,222;20,228;21,247;22,248;23,259;24,269;25,293;26,299;27,318;28,333;29,338;30,340;31,349;32,362;33,373;34,391;35,407;36,417;37,432;38,454;39,470;40,476;41,485;42,501;43,510;44,509;45,487;46,480;47,467;48,449;49,433;50,420;51,397;52,388;53,373;54,355;55,350;56,347;57,346;58,341;59,334;60,320
D711 1,23;2,24;3,29;4,40;5,63;6,76;7,89;8,105;9,123;10,147;11,167;12,186;13,188;14,190;15,204;16,207;17,222;18,237;19,251;20,267;21,286;22,291;23,317;24,318;25,337;26,350;27,376;28,381;29,391;30,393;31,419;32,420;33,430;34,450;35,463;36,465;37,481;38,487;39,513;40,523;41,537;42,547;43,571;44,545;45,540;46,527;47,518;48,494;49,472;50,458;51,455;52,452;53,436;54,430;55,414;56,392;57,379;58,359;59,354;60,328
D761 1,7;2,33;3,51;4,75;5,99;6,121;7,130;8,150;9,156;10,174;11,193;12,198;13,211;14,218;15,234;16,258;17,282;18,291;19,314;20,333;21,351;22,356;23,362;24,367;25,370;26,390;27,410;28,425;29,449;30,472;31,477;32,501;33,512;34,527;35,550;36,565;37,584;38,598;39,601;40,608;41,634;42,650;43,657;44,642;45,640;46,633;47,622;48,602;49,592;50,581;51,558;52,543;53,534;54,525;55,522;56,516;57,509;58,502;59,489;60,479
D811 1,14;2,24;3,37;4,57;5,59;6,70;7,76;8,92;9,98;10,112;11,132;12,139;13,155;14,168;15,194;16,200;17,215;18,230;19,250;20,272;21,283;22,286;23,293;24,299;25,312;26,323;27,343;28,344;29,354;30,360;31,371;32,377;33,400;34,411;35,418;36,420;37,426;38,437;39,439;40,457;41,475;42,490;43,492;44,477;45,462;46,452;47,450;48,440;49,433;50,428;51,423;52,400;53,397;54,396;55,380;56,374;57,351;58,345;59,329;60,310
D861 1,25;2,52;3,82;4,95;5,120;6,138;7,166;8,169;9,186;10,214;11,248;12,271;13,298;14,332;15,362;16,394;17,400;18,428;19,451;20,421;21,399;22,384;23,354;24,346;25,319;26,301;27,267;28,249;29,241;30,221;31,198;32,166;33,161;34,139;35,126;36,113;37,110;38,87;39,53;40,48;41,35;42,29;43,26;44,1;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D911 1,3;2,9;3,36;4,55;5,82;6,110;7,137;8,149;9,152;10,159;11,165;12,166;13,175;14,184;15,194;16,218;17,222;18,252;19,262;20,268;21,275;22,293;23,305;24,311;25,336;26,364;27,376;28,401;29,404;30,425;31,434;32,428;33,419;34,407;35,395;36,392;37,364;38,357;39,351;40,327;41,297;42,267;43,263;44,244;45,235;46,231;47,221;48,205;49,192;50,164;51,160;52,159;53,147;54,125;55,100;56,94;57,82;58,79;59,75;60,48
D961 1,24;2,54;3,73;4,83;5,93;6,106;7,130;8,157;9,170;10,185;11,188;12,213;13,216;14,231;15,255;16,276;17,294;18,312;19,315;20,336;21,355;22,374;23,387;24,406;25,421;26,427;27,449;28,474;29,490;30,517;31,518;32,514;33,502;34,498;35,473;36,463;37,442;38,426;39,405;40,390;41,384;42,381;43,372;44,368;45,355;46,336;47,318;48,297;49,269;50,256;51,247;52,243;53,236;54,208;55,195;56,174;57,147;58,137;59,113;60,106
D1111 1,14;2,16;3,32;4,43;5,71;6,72;7,83;8,94;9,122;10,143;11,165;12,183;13,185;14,199;15,203;16,211;17,216;18,234;19,262;20,264;21,268;22,276;23,291;24,295;25,296;26,307;27,318;28,339;29,351;30,355;31,383;32,405;33,426;34,427;35,442;36,447;37,454;38,436;39,415;40,393;41,378;42,352;43,343;44,335;45,323;46,304;47,283;48,264;49,262;50,237;51,221;52,214;53,202;54,181;55,172;56,164;57,148;58,120;59,111;60,85
D6611 1,16;2,41;3,44;4,63;5,71;6,79;7,106;8,123;9,147;10,166;11,193;12,207;13,211;14,230;15,234;16,250;17,262;18,274;19,282;20,301;21,333;22,357;23,381;24,406;25,431;26,422;27,418;28,407;29,403;30,400;31,368;32,364;33,363;34,349;35,327;36,303;37,294;38,274;39,260;40,259;41,258;42,252;43,224;44,205;45,199;46,193;47,169;48,149;49,129;50,99;51,75;52,45;53,42;54,18;55,0;56,0;57,0;58,0;59,0;60,0
D12111 1,9;2,16;3,19;4,34;5,36;6,37;7,40;8,66;9,73;10,95;11,102;12,115;13,129;14,155;15,175;16,180;17,203;18,214;19,229;20,243;21,246;22,249;23,268;24,287;25,310;26,316;27,340;28,359;29,381;30,388;31,404;32,407;33,416;34,427;35,430;36,433;37,448;38,467;39,493;40,515;41,533;42,546;43,568;44,548;45,528;46,515;47,513;48,503;49,487;50,478;51,476;52,454;53,434;54,427;55,426;56,423;57,413;58,407;59,381;60,359
D17611 1,4;2,20;3,27;4,45;5,53;6,69;7,91;8,98;9,106;10,113;11,135;12,142;13,151;14,179;15,188;16,196;17,205;18,214;19,236;20,259;21,285;22,301;23,320;24,345;25,347;26,365;27,372;28,395;29,410;30,438;31,447;32,463;33,488;34,514;35,529;36,541;37,560;38,559;39,540;40,535;41,533;42,518;43,499;44,471;45,457;46,445;47,440;48,421;49,420;50,404;51,403;52,384;53,377;54,363;55,351;56,326;57,321;58,313;59,301;60,275
D23111 1,19;2,25;3,44;4,64;5,73;6,80;7,81;8,97;9,112;10,126;11,150;12,157;13,171;14,195;15,213;16,229;17,240;18,264;19,267;20,285;21,308;22,314;23,332;24,342;25,368;26,378;27,384;28,410;29,423;30,430;31,432;32,439;33,462;34,475;35,493;36,507;37,518;38,519;39,529;40,552;41,574;42,588;43,590;44,571;45,555;46,548;47,535;48,513;49,491;50,468;51,458;52,453;53,437;54,419;55,399;56,376;57,354;58,339;59,319;60,293
D28611 1,15;2,26;3,36;4,60;5,71;6,85;7,109;8,116;9,121;10,141;11,156;12,158;13,178;14,192;15,205;16,219;17,242;18,268;19,274;20,288;21,294;22,312;23,328;24,331;25,351;26,373;27,375;28,382;29,397;30,407;31,431;32,449;33,464;34,469;35,488;36,498;37,499;38,500;39,518;40,520;41,522;42,536;43,556;44,534;45,528;46,506;47,490;48,467;49,461;50,448;51,432;52,410;53,404;54,384;55,361;56,346;57,345;58,332;59,331;60,308
D34111 1,12;2,13;3,14;4,19;5,31;6,57;7,73;8,89;9,91;10,93;11,107;12,116;13,118;14,127;15,145;16,170;17,174;18,196;19,219;20,241;21,245;22,266;23,275;24,283;25,284;26,300;27,312;28,335;29,360;30,369;31,397;32,409;33,417;34,422;35,431;36,456;37,479;38,475;39,459;40,440;41,414;42,398;43,397;44,376;45,371;46,350;47,343;48,321;49,299;50,285;51,280;52,254;53,233;54,207;55,206;56,205;57,193;58,186;59,165;60,140
D39611 1,5;2,30;3,39;4,64;5,79;6,101;7,102;8,107;9,109;10,123;11,128;12,130;13,146;14,158;15,174;16,193;17,219;18,245;19,252;20,253;21,255;22,264;23,271;24,283;25,309;26,327;27,350;28,368;29,396;30,424;31,426;32,430;33,456;34,471;35,473;36,492;37,497;38,493;39,477;40,452;41,437;42,411;43,393;44,388;45,366;46,345;47,338;48,323;49,312;50,297;51,272;52,271;53,248;54,220;55,198;56,182;57,159;58,141;59,133;60,105
D45111 1,26;2,41;3,47;4,57;5,80;6,99;7,114;8,121;9,136;10,138;11,145;12,155;13,170;14,186;15,188;16,197;17,212;18,238;19,252;20,268;21,278;22,281;23,296;24,319;25,333;26,351;27,354;28,372;29,385;30,387;31,406;32,429;33,440;34,464;35,490;36,509;37,533;38,544;39,563;40,586;41,597;42,615;43,622;44,620;45,613;46,590;47,568;48,557;49,544;50,531;51,521;52,515;53,504;54,485;55,482;56,462;57,452;58,434;59,423;60,400
D50611 1,27;2,28;3,45;4,51;5,67;6,76;7,106;8,123;9,139;10,163;11,191;12,195;13,206;14,236;15,237;16,262;17,284;18,295;19,303;20,306;21,323;22,326;23,329;24,356;25,380;26,352;27,320;28,308;29,292;30,291;31,282;32,250;33,234;34,217;35,198;36,168;37,159;38,134;39,122;40,90;41,79;42,70;43,50;44,26;45,22;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D56111 1,28;2,29;3,41;4,48;5,52;6,70;7,77;8,96;9,124;10,135;11,140;12,162;13,177;14,192;15,215;16,240;17,266;18,292;19,306;20,322;21,338;22,350;23,362;24,378;25,387;26,399;27,408;28,412;29,426;30,433;31,454;32,462;33,480;34,488;35,511;36,534;37,541;38,520;39,513;40,512;41,505;42,490;43,468;44,453;45,449;46,431;47,429;48,407;49,389;50,368;51,345;52,340;53,318;54,303;55,280;56,276;57,251;58,236;59,218;60,199
D61611 1,16;2,17;3,29;4,45;5,55;6,74;7,90;8,94;9,106;10,107;11,132;12,150;13,180;14,204;15,226;16,242;17,255;18,261;19,267;20,292;21,299;22,327;23,343;24,367;25,395;26,422;27,449;28,465;29,475;30,494;31,513;32,509;33,488;34,476;35,472;36,469;37,439;38,427;39,426;40,407;41,391;42,364;43,349;44,322;45,309;46,290;47,268;48,261;49,254;50,244;51,219;52,206;53,190;54,177;55,173;56,143;57,127;58,109;59,100;60,72
D67111 1,25;2,50;3,51;4,83;5,98;6,104;7,114;8,122;9,142;10,162;11,182;12,202;13,203;14,237;15,260;16,278;17,288;18,296;19,302;20,299;21,267;22,245;23,230;24,219;25,204;26,179;27,166;28,156;29,141;30,121;31,120;32,92;33,86;34,56;35,41;36,23;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D72611 1,19;2,41;3,57;4,80;5,83;6,90;7,100;8,107;9,116;10,123;11,142;12,157;13,160;14,182;15,193;16,203;17,208;18,213;19,227;20,243;21,269;22,278;23,285;24,287;25,302;26,312;27,330;28,339;29,340;30,343;31,369;32,380;33,400;34,411;35,418;36,441;37,464;38,484;39,489;40,507;41,508;42,509;43,522;44,511;45,510;46,499;47,498;48,495;49,486;50,484;51,458;52,432;53,427;54,420;55,404;56,388;57,377;58,359;59,333;60,307
D78111 1,23;2,34;3,53;4,71;5,97;6,116;7,125;8,140;9,142;10,168;11,171;12,190;13,205;14,218;15,238;16,257;17,260;18,271;19,274;20,289;21,309;22,316;23,325;24,348;25,350;26,363;27,385;28,391;29,400;30,409;31,418;32,421;33,430;34,452;35,474;36,492;37,493;38,512;39,538;40,548;41,571;42,582;43,602;44,584;45,558;46,539;47,521;48,505;49,495;50,476;51,462;52,459;53,454;54,430;55,425;56,414;57,399;58,390;59,364;60,359
D83611 1,8;2,11;3,31;4,34;5,54;6,71;7,91;8,106;9,140;10,162;11,167;12,192;13,217;14,245;15,256;16,283;17,293;18,320;19,328;20,313;21,288;22,260;23,252;24,247;25,244;26,229;27,216;28,210;29,192;30,174;31,151;32,117;33,111;34,91;35,74;36,63;37,57;38,29;39,4;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D89111 1,6;2,12;3,34;4,48;5,66;6,68;7,81;8,101;9,102;10,103;11,109;12,114;13,123;14,133;15,143;16,148;17,153;18,160;19,176;20,186;21,195;22,196;23,197;24,208;25,224;26,234;27,244;28,259;29,273;30,274;31,293;32,313;33,319;34,325;35,339;36,353;37,360;38,382;39,384;40,386;41,392;42,403;43,418;44,400;45,384;46,358;47,336;48,323;49,316;50,307;51,306;52,290;53,280;54,267;55,266;56,252;57,229;58,218;59,196;60,195
D94611 1,22;2,52;3,53;4,80;5,105;6,118;7,128;8,135;9,144;10,156;11,175;12,202;13,223;14,227;15,236;16,252;17,262;18,292;19,301;20,308;21,324;22,336;23,343;24,347;25,375;26,384;27,397;28,419;29,429;30,457;31,484;32,472;33,462;34,452;35,425;36,421;37,403;38,388;39,361;40,354;41,353;42,323;43,317;44,293;45,268;46,241;47,234;48,231;49,210;50,197;51,187;52,177;53,167;54,152;55,128;56,121;57,111;58,104;59,76;60,66
D100111 1,28;2,45;3,65;4,95;5,104;6,118;7,142;8,143;9,160;10,188;11,194;12,195;13,219;14,246;15,262;16,289;17,319;18,320;19,328;20,348;21,378;22,395;23,427;24,438;25,449;26,445;27,431;28,420;29,388;30,369;31,353;32,344;33,322;34,310;35,283;36,253;37,237;38,207;39,203;40,183;41,169;42,168;43,141;44,132;45,104;46,92;47,75;48,53;49,26;50,25;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D105611 1,18;2,23;3,41;4,67;5,88;6,90;7,104;8,127;9,153;10,178;11,189;12,203;13,226;14,234;15,253;16,254;17,262;18,266;19,291;20,306;21,327;22,332;23,346;24,353;25,372;26,380;27,395;28,406;29,413;30,417;31,431;32,440;33,452;34,474;35,485;36,507;37,516;38,508;39,503;40,492;41,485;42,480;43,462;44,439;45,430;46,409;47,388;48,376;49,365;50,337;51,321;52,314;53,307;54,303;55,292;56,284;57,282;58,259;59,237;60,214
D2121 1,24;2,34;3,41;4,48;5,67;6,72;7,95;8,104;9,122;10,127;11,132;12,152;13,174;14,175;15,189;16,208;17,213;18,224;19,238;20,247;21,250;22,274;23,287;24,293;25,302;26,324;27,334;28,341;29,350;30,373;31,375;32,390;33,397;34,423;35,441;36,457;37,459;38,466;39,484;40,490;41,497;42,520;43,544;44,542;45,541;46,515;47,514;48,511;49,491;50,478;51,465;52,449;53,436;54,426;55,423;56,397;57,384;58,368;59,366;60,344
D12621 1,14;2,38;3,54;4,68;5,87;6,103;7,122;8,128;9,141;10,156;11,162;12,164;13,169;14,193;15,198;16,213;17,215;18,222;19,232;20,258;21,269;22,280;23,285;24,308;25,327;26,341;27,367;28,382;29,389;30,405;31,408;32,432;33,433;34,455;35,461;36,475;37,488;38,490;39,491;40,502;41,508;42,510;43,521;44,520;45,501;46,498;47,484;48,474;49,464;50,458;51,445;52,440;53,427;54,416;55,398;56,372;57,357;58,350;59,339;60,313
D23121 1,27;2,38;3,55;4,80;5,84;6,114;7,139;8,169;9,194;10,208;11,214;12,217;13,221;14,230;15,249;16,274;17,291;18,311;19,331;20,351;21,381;22,413;23,435;24,438;25,441;26,433;27,421;28,402;29,385;30,361;31,360;32,357;33,338;34,324;35,315;36,291;37,290;38,284;39,259;40,239;41,225;42,213;43,185;44,160;45,128;46,101;47,73;48,62;49,32;50,18;51,17;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D33621 1,6;2,38;3,51;4,56;5,69;6,77;7,94;8,99;9,114;10,136;11,149;12,167;13,194;14,199;15,205;16,206;17,238;18,266;19,296;20,269;21,246;22,241;23,226;24,218;25,193;26,159;27,146;28,138;29,123;30,105;31,80;32,69;33,47;34,15;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D44121 1,23;2,39;3,46;4,57;5,76;6,87;7,103;8,124;9,149;10,151;11,152;12,168;13,189;14,194;15,220;16,246;17,261;18,277;19,298;20,321;21,346;22,365;23,366;24,387;25,389;26,411;27,439;28,453;29,464;30,476;31,488;32,511;33,527;34,529;35,543;36,568;37,569;38,553;39,548;40,520;41,495;42,484;43,458;44,449;45,431;46,403;47,387;48,373;49,358;50,350;51,336;52,334;53,322;54,306;55,290;56,269;57,246;58,244;59,230;60,225
D54621 1,7;2,37;3,49;4,74;5,101;6,114;7,126;8,151;9,178;10,182;11,189;12,202;13,208;14,211;15,232;16,259;17,263;18,275;19,284;20,290;21,306;22,334;23,346;24,374;25,390;26,394;27,401;28,426;29,445;30,451;31,455;32,448;33,444;34,428;35,419;36,415;37,388;38,364;39,363;40,339;41,312;42,305;43,283;44,282;45,255;46,252;47,240;48,219;49,216;50,203;51,181;52,157;53,129;54,126;55,117;56,93;57,66;58,56;59,55;60,31
D65121 1,1;2,31;3,61;4,80;5,99;6,114;7,144;8,172;9,193;10,215;11,234;12,247;13,254;14,266;15,296;16,311;17,333;18,355;19,359;20,369;21,372;22,393;23,396;24,411;25,430;26,433;27,463;28,491;29,518;30,537;31,555;32,540;33,537;34,528;35,503;36,491;37,484;38,463;39,433;40,423;41,419;42,418;43,417;44,389;45,368;46,362;47,356;48,337;49,333;50,312;51,308;52,298;53,280;54,255;55,228;56,198;57,197;58,184;59,169;60,159
D75621 1,14;2,21;3,25;4,34;5,56;6,79;7,90;8,101;9,124;10,128;11,135;12,157;13,173;14,184;15,202;16,224;17,225;18,241;19,262;20,278;21,296;22,304;23,329;24,340;25,341;26,362;27,380;28,398;29,406;30,410;31,435;32,453;33,462;34,470;35,498;36,512;37,537;38,518;39,514;40,495;41,467;42,456;43,442;44,414;45,403;46,381;47,372;48,351;49,323;50,309;51,297;52,286;53,279;54,254;55,239;56,224;57,212;58,193;59,186;60,160
D86121 1,11;2,14;3,44;4,74;5,91;6,115;7,119;8,125;9,142;10,151;11,171;12,203;13,230;14,238;15,254;16,255;17,269;18,289;19,309;20,339;21,361;22,373;23,401;24,410;25,413;26,407;27,390;28,379;29,359;30,334;31,333;32,316;33,310;34,296;35,272;36,268;37,243;38,242;39,239;40,231;41,223;42,191;43,164;44,152;45,140;46,123;47,98;48,87;49,73;50,51;51,37;52,36;53,16;54,12;55,3;56,0;57,0;58,0;59,0;60,0
D96621 1,5;2,16;3,21;4,39;5,46;6,47;7,75;8,90;9,105;10,126;11,145;12,154;13,175;14,196;15,208;16,213;17,218;18,243;19,268;20,282;21,298;22,300;23,309;24,337;25,356;26,377;27,393;28,401;29,422;30,444;31,458;32,472;33,488;34,495;35,507;36,516;37,532;38,524;39,505;40,491;41,470;42,452;43,433;44,407;45,386;46,381;47,377;48,355;49,336;50,321;51,309;52,297;53,274;54,269;55,243;56,229;57,224;58,222;59,194;60,180
D107121 1,25;2,36;3,66;4,89;5,102;6,124;7,127;8,144;9,167;10,170;11,173;12,203;13,220;14,238;15,251;16,268;17,276;18,308;19,330;20,303;21,280;22,258;23,228;24,203;25,198;26,185;27,153;28,119;29,85;30,53;31,35;32,18;33,0;34,0;35,0;36,0;37,0;38,0;39,0;40,0;41,0;42,0;43,0;44,0;45,0;46,0;47,0;48,0;49,0;50,0;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D117621 1,22;2,44;3,49;4,72;5,79;6,101;7,110;8,136;9,140;10,162;11,185;12,203;13,210;14,218;15,237;16,259;17,260;18,264;19,272;20,293;21,301;22,327;23,338;24,349;25,377;26,400;27,412;28,431;29,432;30,444;31,469;32,492;33,517;34,524;35,539;36,567;37,578;38,573;39,565;40,564;41,556;42,545;43,517;44,489;45,467;46,462;47,441;48,416;49,391;50,383;51,360;52,348;53,323;54,298;55,275;56,259;57,255;58,236;59,225;60,221
D128121 1,12;2,44;3,72;4,97;5,125;6,155;7,177;8,207;9,234;10,246;11,271;12,299;13,307;14,327;15,352;16,353;17,364;18,388;19,408;20,432;21,438;22,458;23,488;24,508;25,540;26,534;27,526;28,498;29,466;30,436;31,406;32,398;33,368;34,351;35,332;36,302;37,299;38,293;39,265;40,246;41,232;42,210;43,193;44,185;45,155;46,127;47,118;48,93;49,61;50,34;51,30;52,26;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D138621 1,11;2,41;3,50;4,67;5,91;6,99;7,131;8,161;9,164;10,189;11,214;12,233;13,244;14,252;15,253;16,256;17,280;18,302;19,308;20,324;21,340;22,367;23,373;24,377;25,389;26,372;27,369;28,345;29,323;30,299;31,287;32,284;33,252;34,243;35,211;36,181;37,169;38,147;39,139;40,115;41,103;42,92;43,70;44,66;45,47;46,38;47,35;48,32;49,21;50,18;51,0;52,0;53,0;54,0;55,0;56,0;57,0;58,0;59,0;60,0
D149121 1,15;2,35;3,42;4,68;5,73;6,75;7,85;8,101;9,110;10,136;11,159;12,185;13,205;14,228;15,251;16,267;17,276;18,291;19,306;20,308;21,317;22,324;23,340;24,342;25,347;26,361;27,368;28,370;29,377;30,395;31,402;32,407;33,409;34,431;35,433;36,442;37,443;38,456;39,459;40,465;41,472;42,483;43,494;44,472;45,462;46,443;47,425;48,410;49,392;50,387;51,376;52,373;53,363;54,358;55,349;56,340;57,326;58,306;59,288;60,282
D159621 1,16;2,18;3,36;4,41;5,46;6,48;7,56;8,60;9,88;10,95;11,104;12,116;13,117;14,145;15,154;16,172;17,187;18,198;19,200;20,214;21,221;22,229;23,237;24,256;25,275;26,286;27,312;28,330;29,356;30,384;31,386;32,391;33,395;34,421;35,433;36,438;37,445;38,431;39,424;40,401;41,400;42,388;43,381;44,377;45,363;46,347;47,343;48,315;49,310;50,285;51,284;52,270;53,255;54,247;55,233;56,228;57,206;58,192;59,167;60,139
D170121 1,22;2,31;3,49;4,62;5,85;6,111;7,118;8,137;9,161;10,171;11,189;12,208;13,219;14,230;15,245;16,269;17,283;18,296;19,314;20,330;21,344;22,345;23,354;24,357;25,358;26,381;27,399;28,400;29,411;30,433;31,442;32,456;33,461;34,484;35,510;36,533;37,546;38,556;39,574;40,575;41,595;42,619;43,626;44,621;45,605;46,594;47,585;48,576;49,557;50,546;51,533;52,511;53,508;54,499;55,486;56,476;57,470;58,451;59,445;60,432
